"study","contrast","direction","pathway","feature"
"Vital (1.5 mo.)","BEP+ExBf","up","Porphyrin Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Porphyrin Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Phospholipid Biosynthesis","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Phospholipid Biosynthesis","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Pantothenate and CoA Biosynthesis","Pantothenic acid"
"Vital (1.5 mo.)","BEP+ExBf","up","Pantothenate and CoA Biosynthesis","Flavin mononucleotide"
"Vital (1.5 mo.)","BEP+ExBf","up","Caffeine Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Caffeine Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Selenoamino Acid Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Valine, Leucine and Isoleucine Degradation","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Valine, Leucine and Isoleucine Degradation","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Valine, Leucine and Isoleucine Degradation","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Valine, Leucine and Isoleucine Degradation","Pyridoxal"
"Vital (1.5 mo.)","BEP+ExBf","up","Methionine Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Methionine Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Bile Acid Biosynthesis","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Bile Acid Biosynthesis","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","D-Arginine and D-Ornithine Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Lysine Degradation","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Lysine Degradation","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Glycerolipid Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Glycerolipid Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Glycolysis","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Galactose Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Histidine Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Histidine Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Pyrimidine Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Pyrimidine Metabolism","Flavin mononucleotide"
"Vital (1.5 mo.)","BEP+ExBf","up","Nicotinate and Nicotinamide Metabolism","Nicotinamide riboside"
"Vital (1.5 mo.)","BEP+ExBf","up","Nicotinate and Nicotinamide Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Nicotinate and Nicotinamide Metabolism","Nicotinic acid mononucleotide"
"Vital (1.5 mo.)","BEP+ExBf","up","Nicotinate and Nicotinamide Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Nicotinate and Nicotinamide Metabolism","Niacinamide"
"Vital (1.5 mo.)","BEP+ExBf","up","Nicotinate and Nicotinamide Metabolism","Nudifloramide"
"Vital (1.5 mo.)","BEP+ExBf","up","Purine Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Purine Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Fatty acid Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Fatty acid Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Folate Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Folate Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Fatty Acid Elongation In Mitochondria","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Alanine Metabolism","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Citric Acid Cycle","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Citric Acid Cycle","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Citric Acid Cycle","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Starch and Sucrose Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Urea Cycle","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Pyruvate Metabolism","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Pyruvate Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Pyruvate Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Tryptophan Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Tryptophan Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Fructose and Mannose Degradation","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Biotin Metabolism","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Aspartate Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Androgen and Estrogen Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Riboflavin Metabolism","Riboflavin"
"Vital (1.5 mo.)","BEP+ExBf","up","Riboflavin Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Riboflavin Metabolism","Flavin mononucleotide"
"Vital (1.5 mo.)","BEP+ExBf","up","Ketone Body Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Glutamate Metabolism","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Glutamate Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Glutamate Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Butyrate Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Butyrate Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Retinol Metabolism","Vitamin A"
"Vital (1.5 mo.)","BEP+ExBf","up","Retinol Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Thiamine Metabolism","Thiamine"
"Vital (1.5 mo.)","BEP+ExBf","up","Thiamine Metabolism","Thiamine monophosphate"
"Vital (1.5 mo.)","BEP+ExBf","up","Betaine Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Betaine Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Glycerol Phosphate Shuttle","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Glycerol Phosphate Shuttle","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Glucose-Alanine Cycle","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Gluconeogenesis","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Gluconeogenesis","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Malate-Aspartate Shuttle","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Steroidogenesis","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Electron Transport Chain","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Electron Transport Chain","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Ethanol Degradation","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Phytanic Acid Peroxisomal Oxidation","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Threonine and 2-Oxobutanoate Degradation","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Threonine and 2-Oxobutanoate Degradation","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Threonine and 2-Oxobutanoate Degradation","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Fatty Acid Biosynthesis","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Pyruvaldehyde Degradation","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Inositol Phosphate Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Vitamin K Metabolism","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Carnitine Synthesis","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Transfer of Acetyl Groups into Mitochondria","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Transfer of Acetyl Groups into Mitochondria","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Plasmalogen Synthesis","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Plasmalogen Synthesis","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Warburg Effect","Biotin"
"Vital (1.5 mo.)","BEP+ExBf","up","Warburg Effect","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Warburg Effect","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Thyroid hormone synthesis","FAD"
"Vital (1.5 mo.)","BEP+ExBf","up","De Novo Triacylglycerol Biosynthesis","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Cardiolipin Biosynthesis","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Androstenedione Metabolism","NAD"
"Vital (1.5 mo.)","BEP+ExBf","up","Estrone Metabolism","NAD"
