"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Vital (1.5 mo.)","BEP+ExBf","up","Lysine Degradation",4,2,1.83,0.63,1
"Vital (1.5 mo.)","BEP+ExBf","up","Tryptophan Metabolism",4,2,1.83,0.63,1
"Vital (1.5 mo.)","BEP+ExBf","up","Gluconeogenesis",4,2,1.83,0.63,1
"Vital (1.5 mo.)","BEP+ExBf","up","Transfer of Acetyl Groups into Mitochondria",4,2,1.83,0.63,1
"Vital (1.5 mo.)","BEP+ExBf","up","Pterine Biosynthesis",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glutathione Metabolism",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Selenoamino Acid Metabolism",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Androgen and Estrogen Metabolism",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glucose-Alanine Cycle",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Ethanol Degradation",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Fatty Acid Biosynthesis",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Pyruvaldehyde Degradation",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Inositol Phosphate Metabolism",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Carnitine Synthesis",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","De Novo Triacylglycerol Biosynthesis",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Estrone Metabolism",2,1,0.914,0.713,1
"Vital (1.5 mo.)","BEP+ExBf","up","Riboflavin Metabolism",7,3,3.2,0.72,1
"Vital (1.5 mo.)","BEP+ExBf","up","Warburg Effect",7,3,3.2,0.72,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glycine and Serine Metabolism",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Porphyrin Metabolism",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Phospholipid Biosynthesis",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Pyrimidine Metabolism",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Folate Metabolism",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Betaine Metabolism",5,2,2.29,0.773,1
"Vital (1.5 mo.)","BEP+ExBf","up","Pyruvate Metabolism",8,3,3.66,0.824,1
"Vital (1.5 mo.)","BEP+ExBf","up","Cysteine Metabolism",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Steroid Biosynthesis",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Glycolysis",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Fructose and Mannose Degradation",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Malate-Aspartate Shuttle",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Thyroid hormone synthesis",3,1,1.37,0.852,1
"Vital (1.5 mo.)","BEP+ExBf","up","Methionine Metabolism",6,2,2.74,0.869,1
"Vital (1.5 mo.)","BEP+ExBf","up","Nucleotide Sugars Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Inositol Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Galactose Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Alanine Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Starch and Sucrose Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Urea Cycle",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Aspartate Metabolism",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Phytanic Acid Peroxisomal Oxidation",4,1,1.83,0.926,1
"Vital (1.5 mo.)","BEP+ExBf","up","Histidine Metabolism",7,2,3.2,0.928,1
"Vital (1.5 mo.)","BEP+ExBf","up","Purine Metabolism",7,2,3.2,0.928,1
"Vital (1.5 mo.)","BEP+ExBf","up","Tyrosine Metabolism",8,2,3.66,0.963,1
"Vital (1.5 mo.)","BEP+ExBf","up","Phenylalanine and Tyrosine Metabolism",5,1,2.29,0.964,1
