study,timepoint,contrast,direction,pathway,total,expected,hits,raw_p,fdr_native,enrichment_ratio
MISAME-III,3-4 mo.,BEP,down,Homocysteine Degradation,1,0.00908,1,0.00908,0.148,-110.13215859030838
MISAME-III,1-2 mo.,BEP,down,Ketone Body Metabolism,1,0.0111,1,0.0111,0.109,-90.09009009009009
MISAME-III,1-2 mo.,BEP,down,Butyrate Metabolism,1,0.0111,1,0.0111,0.109,-90.09009009009009
MISAME-III,1-2 mo.,BEP,down,Arachidonic Acid Metabolism,1,0.0111,1,0.0111,0.109,-90.09009009009009
MISAME-III,1-2 mo.,BEP,down,Mitochondrial Electron Transport Chain,1,0.0111,1,0.0111,0.109,-90.09009009009009
MISAME-III,1-2 mo.,BEP,down,Phytanic Acid Peroxisomal Oxidation,1,0.0111,1,0.0111,0.109,-90.09009009009009
MISAME-III,1-2 mo.,BEP,down,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,1,0.0111,1,0.0111,0.109,-90.09009009009009
MISAME-III,1-2 mo.,BEP,up,Beta-Alanine Metabolism,4,0.0161,1,0.0161,0.315,62.11180124223603
MISAME-III,14-21 days,BEP,down,Taurine and Hypotaurine Metabolism,2,0.0182,1,0.0181,0.161,-54.94505494505494
MISAME-III,14-21 days,BEP,down,Beta Oxidation of Very Long Chain Fatty Acids,2,0.0182,1,0.0181,0.161,-54.94505494505494
MISAME-III,3-4 mo.,BEP,down,Taurine and Hypotaurine Metabolism,2,0.0182,1,0.0181,0.253,-54.94505494505494
MISAME-III,1-2 mo.,BEP,up,Histidine Metabolism,5,0.0202,1,0.0201,0.328,49.504950495049506
MISAME-III,1-2 mo.,BEP,down,"Valine, Leucine and Isoleucine Degradation",2,0.0222,1,0.0221,0.155,-45.04504504504504
MISAME-III,1-2 mo.,BEP,down,Beta Oxidation of Very Long Chain Fatty Acids,2,0.0222,1,0.0221,0.155,-45.04504504504504
MISAME-III,1-2 mo.,BEP,down,Citric Acid Cycle,2,0.0222,1,0.0221,0.155,-45.04504504504504
MISAME-III,1-2 mo.,BEP,down,Warburg Effect,2,0.0222,1,0.0221,0.155,-45.04504504504504
MISAME-III,1-2 mo.,BEP,up,Aspartate Metabolism,6,0.0242,1,0.024,0.336,41.32231404958678
MISAME-III,14-21 days,BEP,down,Ammonia Recycling,3,0.0272,1,0.027,0.189,-36.76470588235294
MISAME-III,14-21 days,BEP,down,Glutathione Metabolism,3,0.0272,1,0.027,0.189,-36.76470588235294
MISAME-III,14-21 days,BEP,down,Fatty Acid Biosynthesis,3,0.0272,1,0.027,0.189,-36.76470588235294
MISAME-III,3-4 mo.,BEP,down,Glutathione Metabolism,3,0.0272,1,0.027,0.331,-36.76470588235294
MISAME-III,1-2 mo.,BEP,down,Oxidation of Branched Chain Fatty Acids,3,0.0333,1,0.033,0.202,-30.030030030030026
MISAME-III,1-2 mo.,BEP,down,Fatty Acid Biosynthesis,3,0.0333,1,0.033,0.202,-30.030030030030026
MISAME-III,14-21 days,BEP,down,Beta-Alanine Metabolism,4,0.0363,1,0.0359,0.22,-27.548209366391184
MISAME-III,14-21 days,BEP,down,Alpha Linolenic Acid and Linoleic Acid Metabolism,4,0.0363,1,0.0359,0.22,-27.548209366391184
MISAME-III,3-4 mo.,BEP,down,Alpha Linolenic Acid and Linoleic Acid Metabolism,4,0.0363,1,0.0359,0.352,-27.548209366391184
MISAME-III,3-4 mo.,BEP,down,Spermidine and Spermine Biosynthesis,4,0.0363,1,0.0359,0.352,-27.548209366391184
MISAME-III,1-2 mo.,BEP,down,Alpha Linolenic Acid and Linoleic Acid Metabolism,4,0.0444,1,0.0437,0.238,-22.52252252252252
MISAME-III,1-2 mo.,BEP,down,Carnitine Synthesis,4,0.0444,1,0.0437,0.238,-22.52252252252252
MISAME-III,14-21 days,BEP,down,Histidine Metabolism,5,0.0454,1,0.0447,0.23,-22.026431718061673
MISAME-III,14-21 days,BEP,down,Urea Cycle,5,0.0454,1,0.0447,0.23,-22.026431718061673
MISAME-III,14-21 days,BEP,down,Glutamate Metabolism,5,0.0454,1,0.0447,0.23,-22.026431718061673
MISAME-III,3-4 mo.,BEP,down,Urea Cycle,5,0.0454,1,0.0447,0.365,-22.026431718061673
MISAME-III,3-4 mo.,BEP,down,Glutamate Metabolism,5,0.0454,1,0.0447,0.365,-22.026431718061673
MISAME-III,1-2 mo.,BEP,down,Urea Cycle,5,0.0555,1,0.0544,0.267,-18.01801801801802
MISAME-III,1-2 mo.,BEP,down,Glutamate Metabolism,5,0.0555,1,0.0544,0.267,-18.01801801801802
MISAME-III,14-21 days,BEP,down,Methionine Metabolism,8,0.0727,1,0.0706,0.346,-13.75515818431912
MISAME-III,3-4 mo.,BEP,down,Arginine and Proline Metabolism,8,0.0727,1,0.0706,0.532,-13.75515818431912
