"study","contrast","direction","pathway","feature"
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Warburg Effect","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Warburg Effect","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Warburg Effect","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Warburg Effect","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Thyroid hormone synthesis","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","De Novo Triacylglycerol Biosynthesis","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Cardiolipin Biosynthesis","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Androstenedione Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Estrone Metabolism","NAD"
