outcome_group,arm_set,study,studytime,direction,contrast,module,pathway,total,hits,expected,raw_p,fdr_native,fdr_bh_pooled,significant,hit_features
primary,stratified,Elicit,1 mo.,up,Nico,ora,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,De Novo Triacylglycerol Biosynthesis,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Estrone Metabolism,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Pterine Biosynthesis,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Caffeine Metabolism,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Selenoamino Acid Metabolism,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Glycerolipid Metabolism,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Androgen and Estrogen Metabolism,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Glycerol Phosphate Shuttle,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Glucose-Alanine Cycle,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Mitochondrial Electron Transport Chain,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Ethanol Degradation,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Inositol Phosphate Metabolism,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Carnitine Synthesis,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,De Novo Triacylglycerol Biosynthesis,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Estrone Metabolism,2,1,0.343,0.318,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Cysteine Metabolism,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Bile Acid Biosynthesis,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Glycolysis,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Fatty acid Metabolism,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Fructose and Mannose Degradation,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Butyrate Metabolism,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Retinol Metabolism,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Malate-Aspartate Shuttle,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Plasmalogen Synthesis,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Cysteine Metabolism,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Bile Acid Biosynthesis,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Glycolysis,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Fatty acid Metabolism,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Fructose and Mannose Degradation,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Butyrate Metabolism,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Retinol Metabolism,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Thiamine Metabolism,3,1,0.514,0.442,1,0.8206858638743456,FALSE,Thiamine monophosphate
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Malate-Aspartate Shuttle,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Plasmalogen Synthesis,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,3,1,0.514,0.442,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Nucleotide Sugars Metabolism,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Inositol Metabolism,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Lysine Degradation,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Galactose Metabolism,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Starch and Sucrose Metabolism,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Urea Cycle,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Tryptophan Metabolism,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Gluconeogenesis,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Phytanic Acid Peroxisomal Oxidation,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Transfer of Acetyl Groups into Mitochondria,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Nucleotide Sugars Metabolism,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Inositol Metabolism,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Lysine Degradation,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Galactose Metabolism,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Starch and Sucrose Metabolism,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Urea Cycle,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Tryptophan Metabolism,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Gluconeogenesis,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Phytanic Acid Peroxisomal Oxidation,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Transfer of Acetyl Groups into Mitochondria,4,1,0.686,0.546,1,0.8792394366197184,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Glycine and Serine Metabolism,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Ammonia Recycling,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Arginine and Proline Metabolism,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Porphyrin Metabolism,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Phospholipid Biosynthesis,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Folate Metabolism,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Betaine Metabolism,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Threonine and 2-Oxobutanoate Degradation,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Glycine and Serine Metabolism,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Ammonia Recycling,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Arginine and Proline Metabolism,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Porphyrin Metabolism,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Phospholipid Biosynthesis,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Folate Metabolism,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Betaine Metabolism,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Threonine and 2-Oxobutanoate Degradation,5,1,0.857,0.634,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Propanoate Metabolism,6,1,1.03,0.707,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,"Valine, Leucine and Isoleucine Degradation",6,1,1.03,0.707,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Methionine Metabolism,6,1,1.03,0.707,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Citric Acid Cycle,6,1,1.03,0.707,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Glutamate Metabolism,6,1,1.03,0.707,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Propanoate Metabolism,6,1,1.03,0.707,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,"Valine, Leucine and Isoleucine Degradation",6,1,1.03,0.707,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Methionine Metabolism,6,1,1.03,0.707,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Citric Acid Cycle,6,1,1.03,0.707,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Glutamate Metabolism,6,1,1.03,0.707,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Histidine Metabolism,7,1,1.2,0.768,1,0.9195572254335259,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Purine Metabolism,7,1,1.2,0.768,1,0.9195572254335259,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Warburg Effect,7,1,1.2,0.768,1,0.9195572254335259,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Histidine Metabolism,7,1,1.2,0.768,1,0.9195572254335259,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Purine Metabolism,7,1,1.2,0.768,1,0.9195572254335259,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Warburg Effect,7,1,1.2,0.768,1,0.9195572254335259,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Tyrosine Metabolism,8,1,1.37,0.818,1,0.9515483870967741,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Beta-Alanine Metabolism,8,1,1.37,0.818,1,0.9515483870967741,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico,ora,Pyruvate Metabolism,8,1,1.37,0.818,1,0.9515483870967741,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Tyrosine Metabolism,8,1,1.37,0.818,1,0.9515483870967741,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Beta-Alanine Metabolism,8,1,1.37,0.818,1,0.9515483870967741,FALSE,NAD
primary,stratified,Elicit,1 mo.,up,Nico+Az.,ora,Pyruvate Metabolism,8,1,1.37,0.818,1,0.9515483870967741,FALSE,NAD
primary,stratified,Elicit,5 mo.,down,Az.,ora,Pentose Phosphate Pathway,1,1,0.0286,0.0286,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Amino Sugar Metabolism,1,1,0.0286,0.0286,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Beta Oxidation of Very Long Chain Fatty Acids,1,1,0.0286,0.0286,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Phenylacetate Metabolism,1,1,0.0286,0.0286,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Sulfate/Sulfite Metabolism,2,1,0.0571,0.0571,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Inositol Phosphate Metabolism,2,1,0.0571,0.0571,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,De Novo Triacylglycerol Biosynthesis,2,1,0.0571,0.0571,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Estrone Metabolism,2,1,0.0571,0.0571,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Nico,ora,Lactose Degradation,2,1,0.0571,0.0571,1,0.8125024752475247,FALSE,Potassium
primary,stratified,Elicit,5 mo.,down,Nico,ora,Trehalose Degradation,2,1,0.0571,0.0571,1,0.8125024752475247,FALSE,Potassium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Steroid Biosynthesis,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Oxidation of Branched Chain Fatty Acids,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Glycolysis,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Fatty acid Metabolism,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Fructose and Mannose Degradation,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Butyrate Metabolism,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Spermidine and Spermine Biosynthesis,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Phosphatidylinositol Phosphate Metabolism,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Plasmalogen Synthesis,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,3,1,0.0857,0.0857,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Nico,ora,Glycolysis,3,1,0.0857,0.0857,1,0.8125024752475247,FALSE,Potassium
primary,stratified,Elicit,5 mo.,down,Nico,ora,Spermidine and Spermine Biosynthesis,3,1,0.0857,0.0857,1,0.8125024752475247,FALSE,Potassium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Nucleotide Sugars Metabolism,4,1,0.114,0.114,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Inositol Metabolism,4,1,0.114,0.114,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Sphingolipid Metabolism,4,1,0.114,0.114,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Galactose Metabolism,4,1,0.114,0.114,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Starch and Sucrose Metabolism,4,1,0.114,0.114,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Aspartate Metabolism,4,1,0.114,0.114,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Arachidonic Acid Metabolism,4,1,0.114,0.114,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Gluconeogenesis,4,1,0.114,0.114,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Phytanic Acid Peroxisomal Oxidation,4,1,0.114,0.114,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Glycine and Serine Metabolism,5,1,0.143,0.143,0.389,0.8125024752475247,FALSE,Magnesium
