row_id,compartment,timepoint,feature,mz,rt,ion_mode,effect_size,raw_p,fdr,direction,putative_name,n_candidates,normalized_name,supplement_feature,supplement_detected,supplement_reliably_detected,supplement_abundant,match_type,supplement_match_ppm,supplement_status,pn0,ct_key,ct_label,supplement_label,tracking_id,tracking_group,tracking_name
355,Maternal plasma,pn12,RLC_NEG_MTB_4815574,287.9936,0.6096666,negative,-0.768270419524432,2.679982612714e-4,0.0208059768182124,Downregulated,NA,0,NA,rLC_neg_mtb_6065882,TRUE,TRUE,FALSE,Mass within 25 ppm,0.347229817787326,Reliably detected,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_4815574,Milk__pn34__RLC_NEG_MTB_7625164,m/z 287.9936
1298,Milk,pn34,RLC_NEG_MTB_7625164,287.9936,NA,negative,-0.4,NA,0.042,Downregulated,NA,0,NA,rLC_neg_mtb_6065882,TRUE,TRUE,FALSE,Mass within 25 ppm,0.347229817787326,Reliably detected,NA,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_7625164,Milk__pn34__RLC_NEG_MTB_7625164,m/z 287.9936
518,Maternal plasma,pn12,RLC_POS_MTB_2734907,185.1291,0.1922,positive,-0.888971255450335,8.78875599170454e-6,0.00327634682498447,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_POS_MTB_2734907,Milk__pn34__RLC_POS_MTB_2876821,m/z 185.1291
738,Milk,pn34,RLC_POS_MTB_2876821,185.1306,NA,positive,-0.63,NA,1.1e-5,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Milk · pn34,Milk · 3-4 months,Not reliably detected in supplement,Milk__pn34__RLC_POS_MTB_2876821,Milk__pn34__RLC_POS_MTB_2876821,m/z 185.1291
531,Maternal plasma,pn12,RLC_POS_MTB_2853990,186.1342,0.2066667,positive,-0.80123819009164,6.4638835830141e-6,0.00261046631784851,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_POS_MTB_2853990,Milk__pn34__RLC_POS_MTB_2996661,m/z 186.1342
1004,Milk,pn34,RLC_POS_MTB_2996661,186.1349,NA,positive,-0.48,NA,0.021,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Milk · pn34,Milk · 3-4 months,Not reliably detected in supplement,Milk__pn34__RLC_POS_MTB_2996661,Milk__pn34__RLC_POS_MTB_2996661,m/z 186.1342
499,Maternal plasma,pn12,RLC_POS_MTB_2463210,207.1113,0.1674,positive,-0.680126018609639,6.2652908538547e-4,0.0338308254044495,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_POS_MTB_2463210,Milk__pn34__RLC_POS_MTB_3064492,m/z 207.1113
874,Milk,pn34,RLC_POS_MTB_3064492,207.1119,NA,positive,-0.49,NA,0.0072,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Milk · pn34,Milk · 3-4 months,Not reliably detected in supplement,Milk__pn34__RLC_POS_MTB_3064492,Milk__pn34__RLC_POS_MTB_3064492,m/z 207.1113
552,Maternal plasma,pn12,RLC_POS_MTB_3075934,548.3659,0.2211333,positive,-0.647457401058319,1.4177265183235e-4,0.0146184194455863,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_POS_MTB_3075934,Milk__pn34__RLC_POS_MTB_3954258,m/z 548.3659
972,Milk,pn34,RLC_POS_MTB_3954258,548.377,NA,positive,-0.46,NA,0.018,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Milk · pn34,Milk · 3-4 months,Not reliably detected in supplement,Milk__pn34__RLC_POS_MTB_3954258,Milk__pn34__RLC_POS_MTB_3954258,m/z 548.3659
622,Maternal plasma,pn12,RLC_POS_MTB_6302353,655.565,0.4154,positive,-0.80121849691326,3.50244753397111e-5,0.00707239015062812,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_POS_MTB_6302353,Milk__pn34__RLC_POS_MTB_5412518,m/z 655.565
1010,Milk,pn34,RLC_POS_MTB_5412518,655.554,NA,positive,-0.43,NA,0.022,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Milk · pn34,Milk · 3-4 months,Not reliably detected in supplement,Milk__pn34__RLC_POS_MTB_5412518,Milk__pn34__RLC_POS_MTB_5412518,m/z 655.565
1199,Milk,pn12,RLC_POS_MTB_5994773,655.5652,NA,positive,-0.41,NA,0.036,Downregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Milk · pn12,Milk · 1-2 months,Not reliably detected in supplement,Milk__pn12__RLC_POS_MTB_5994773,Milk__pn34__RLC_POS_MTB_5412518,m/z 655.565
30,Maternal VAMS,pn56,VAM_1001196,153.066,0.121,positive,0.606168671020924,9.25587556852831e-8,3.1544255471536e-4,Upregulated,N(pi)-Methyl-L-histidine,5,npimethyllhistidine,NA,NA,NA,NA,NA,NA,No matched supplement feature,N(pi)-Methyl-L-histidine,Maternal VAMS · pn56,Maternal VAMS · 5-6 months,Not reliably detected in supplement,Maternal VAMS__pn56__VAM_1001196,Maternal VAMS__pn56__VAM_1001196,N(pi)-Methyl-L-histidine
567,Maternal plasma,pn12,RLC_POS_MTB_3283937,153.0655,0.2438667,positive,0.890939502015833,2.08290130701256e-6,0.00115362976675539,Upregulated,N1-Methyl-2-pyridone-5-carboxamide,2,n1methyl2pyridone5carboxamide,NA,NA,NA,NA,NA,NA,No matched supplement feature,N1-Methyl-2-pyridone-5-carboxamide,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_POS_MTB_3283937,Maternal VAMS__pn56__VAM_1001196,N(pi)-Methyl-L-histidine
684,Milk,pn34,RLC_POS_MTB_2900392,153.0655,NA,positive,1.06,NA,1.7000000000000002e-22,Upregulated,N1-Methyl-2-pyridone-5-carboxamide,2,n1methyl2pyridone5carboxamide,NA,NA,NA,NA,NA,NA,No matched supplement feature,N1-Methyl-2-pyridone-5-carboxamide,Milk · pn34,Milk · 3-4 months,Not reliably detected in supplement,Milk__pn34__RLC_POS_MTB_2900392,Maternal VAMS__pn56__VAM_1001196,N(pi)-Methyl-L-histidine
31,Maternal VAMS,pn56,VAM_1001424,160.133,0.075,positive,0.765968798175152,3.88698813308144e-12,2.51105911710616e-8,Upregulated,Acid,1,acid,rLC_pos_mtb_1544198,TRUE,TRUE,FALSE,Mass within 25 ppm,0.624480510296245,Reliably detected,NA,Maternal VAMS · pn56,Maternal VAMS · 5-6 months,Detected in supplement,Maternal VAMS__pn56__VAM_1001424,Maternal VAMS__pn56__VAM_1001424,m/z 160.133
12,Infant VAMS,pn56,VAM_1001424,160.133,0.075,positive,0.713160501930911,1.05352839677183e-10,5.83368774103899e-7,Upregulated,Acid,1,acid,rLC_pos_mtb_1544198,TRUE,TRUE,FALSE,Mass within 25 ppm,0.624480510296245,Reliably detected,NA,Infant VAMS · pn56,Infant VAMS · 5-6 months,Detected in supplement,Infant VAMS__pn56__VAM_1001424,Maternal VAMS__pn56__VAM_1001424,m/z 160.133
4,Infant VAMS,pn34,VAM_1001424,160.133,0.075,positive,0.555190310604611,1.45407234027244e-6,0.00805161399732858,Upregulated,Acid,1,acid,rLC_pos_mtb_1544198,TRUE,TRUE,FALSE,Mass within 25 ppm,0.624480510296245,Reliably detected,NA,Infant VAMS · pn34,Infant VAMS · 3-4 months,Detected in supplement,Infant VAMS__pn34__VAM_1001424,Maternal VAMS__pn56__VAM_1001424,m/z 160.133
23,Infant VAMS,pn56,VAM_2002077,165.092,0.392,negative,0.840590318678806,2.02969411028688e-17,1.3112162234805e-13,Upregulated,Perillic acid,2,perillicacid,NA,NA,NA,NA,NA,NA,No matched supplement feature,Perillic acid,Infant VAMS · pn56,Infant VAMS · 5-6 months,Not reliably detected in supplement,Infant VAMS__pn56__VAM_2002077,Maternal plasma__tri3__RLC_NEG_MTB_2206686,Perillic acid
151,Maternal plasma,pn12,RLC_NEG_MTB_2206686,165.0918,0.2645333,negative,1.12306605363697,6.54112757159603e-10,1.26799757975389e-6,Upregulated,Perillic acid,1,perillicacid,NA,NA,NA,NA,NA,NA,No matched supplement feature,Perillic acid,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_2206686,Maternal plasma__tri3__RLC_NEG_MTB_2206686,Perillic acid
38,Maternal VAMS,pn56,VAM_2002077,165.092,0.392,negative,0.590507523196581,1.08833997910907e-7,3.2450112254035e-4,Upregulated,Perillic acid,2,perillicacid,NA,NA,NA,NA,NA,NA,No matched supplement feature,Perillic acid,Maternal VAMS · pn56,Maternal VAMS · 5-6 months,Not reliably detected in supplement,Maternal VAMS__pn56__VAM_2002077,Maternal plasma__tri3__RLC_NEG_MTB_2206686,Perillic acid
659,Maternal plasma,tri3,RLC_NEG_MTB_2206686,165.0918,0.2645333,negative,0.594005118801914,1.79355399170241e-6,0.00695360882583024,Upregulated,NA,NA,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · tri3,Maternal plasma · Third trimester,Not reliably detected in supplement,Maternal plasma__tri3__RLC_NEG_MTB_2206686,Maternal plasma__tri3__RLC_NEG_MTB_2206686,Perillic acid
11,Infant VAMS,pn34,VAM_2002077,165.092,0.392,negative,0.359225720546424,4.84072720756429e-6,0.0234539284115499,Upregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Infant VAMS · pn34,Infant VAMS · 3-4 months,Not reliably detected in supplement,Infant VAMS__pn34__VAM_2002077,Maternal plasma__tri3__RLC_NEG_MTB_2206686,Perillic acid
334,Maternal plasma,pn12,RLC_NEG_MTB_4206296,349.0544,0.5063334,negative,0.725883022781082,8.9697409019408e-4,0.0407316597300359,Upregulated,Sedoheptulose 1-phosphate,2,sedoheptulose1phosphate,rLC_neg_mtb_956366,TRUE,TRUE,FALSE,Mass within 25 ppm,0,Reliably detected,Sedoheptulose 1-phosphate,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_4206296,Milk__1421d__RLC_NEG_MTB_2296565,Sedoheptulose 1-phosphate
747,Milk,1421d,RLC_NEG_MTB_2296565,289.0362,NA,negative,0.63,NA,4.2e-5,Upregulated,Sedoheptulose 1-phosphate,2,sedoheptulose1phosphate,rLC_neg_mtb_1373844,TRUE,TRUE,FALSE,Mass within 25 ppm,1.03793335008398,Reliably detected,Sedoheptulose 1-phosphate,Milk · 1421d,Milk · 14-21 days,Detected in supplement,Milk__1421d__RLC_NEG_MTB_2296565,Milk__1421d__RLC_NEG_MTB_2296565,Sedoheptulose 1-phosphate
215,Maternal plasma,pn12,RLC_NEG_MTB_3444922,278.2203,0.3802667,negative,0.769324968341559,2.2459128659593e-4,0.0187404062132404,Upregulated,"(6Z,9Z,12Z)-Octadecatrienoic acid",2,6z9z12zoctadecatrienoicacid,rLC_neg_mtb_3905783,TRUE,TRUE,FALSE,Mass within 25 ppm,2.15655976946043,Reliably detected,"(6Z,9Z,12Z)-Octadecatrienoic acid",Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_3444922,Milk__1421d__RLC_NEG_MTB_5086958,"(6Z,9Z,12Z)-Octadecatrienoic acid"
822,Milk,1421d,RLC_NEG_MTB_5041133,277.2179,NA,negative,0.51,NA,0.004,Upregulated,Alpha-linolenic acid_[M-H]-,5,alphalinolenicacidmh,rLC_neg_mtb_3905774,TRUE,TRUE,FALSE,Mass within 25 ppm,3.60728368283591,Reliably detected,Alpha-linolenic acid_[M-H]-,Milk · 1421d,Milk · 14-21 days,Detected in supplement,Milk__1421d__RLC_NEG_MTB_5041133,Milk__1421d__RLC_NEG_MTB_5086958,"(6Z,9Z,12Z)-Octadecatrienoic acid"
666,Maternal plasma,tri3,RLC_POS_MTB_2714397,310.2022,0.1963333,positive,0.61487102901507,7.49530617070274e-7,0.00484321700396909,Upregulated,NA,NA,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · tri3,Maternal plasma · Third trimester,Not reliably detected in supplement,Maternal plasma__tri3__RLC_POS_MTB_2714397,Milk__pn12__RLC_POS_MTB_2728271,m/z 310.2022
516,Maternal plasma,pn12,RLC_POS_MTB_2714397,310.2022,0.1963333,positive,0.823736296182593,2.4048081024185e-4,0.0193346434976578,Upregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_POS_MTB_2714397,Milk__pn12__RLC_POS_MTB_2728271,m/z 310.2022
839,Milk,pn12,RLC_POS_MTB_2728271,310.2037,NA,positive,0.51,NA,0.005,Upregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Milk · pn12,Milk · 1-2 months,Not reliably detected in supplement,Milk__pn12__RLC_POS_MTB_2728271,Milk__pn12__RLC_POS_MTB_2728271,m/z 310.2022
8,Infant VAMS,pn34,VAM_1005523,286.202,0.323,positive,1.20086098128572,3.5694109503202696e-45,1.3835393784536399e-40,Upregulated,Octenoylcarnitine,0,octenoylcarnitine,NA,NA,NA,NA,NA,NA,No matched supplement feature,Octenoylcarnitine,Infant VAMS · pn34,Infant VAMS · 3-4 months,Not reliably detected in supplement,Infant VAMS__pn34__VAM_1005523,Milk__pn12__RLC_POS_MTB_3033006,Octenoylcarnitine
16,Infant VAMS,pn56,VAM_1005523,286.202,0.323,positive,1.04314302233238,4.04127686892793e-28,1.56643932716516e-23,Upregulated,Octenoylcarnitine,0,octenoylcarnitine,NA,NA,NA,NA,NA,NA,No matched supplement feature,Octenoylcarnitine,Infant VAMS · pn56,Infant VAMS · 5-6 months,Not reliably detected in supplement,Infant VAMS__pn56__VAM_1005523,Milk__pn12__RLC_POS_MTB_3033006,Octenoylcarnitine
2,Infant VAMS,pn12,VAM_1005523,286.202,0.323,positive,1.04377265115873,1.5635550015962e-24,6.06049554168703e-20,Upregulated,Octenoylcarnitine,0,octenoylcarnitine,NA,NA,NA,NA,NA,NA,No matched supplement feature,Octenoylcarnitine,Infant VAMS · pn12,Infant VAMS · 1-2 months,Not reliably detected in supplement,Infant VAMS__pn12__VAM_1005523,Milk__pn12__RLC_POS_MTB_3033006,Octenoylcarnitine
509,Maternal plasma,pn12,RLC_POS_MTB_2679130,286.2021,0.2025333,positive,1.33151165402264,4.00560635550937e-17,3.8824339600774597e-13,Upregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_POS_MTB_2679130,Milk__pn12__RLC_POS_MTB_3033006,Octenoylcarnitine
33,Maternal VAMS,pn56,VAM_1005523,286.202,0.323,positive,0.782592127394795,6.55313086766776e-14,8.466863518722341e-10,Upregulated,Octenoylcarnitine,0,octenoylcarnitine,NA,NA,NA,NA,NA,NA,No matched supplement feature,Octenoylcarnitine,Maternal VAMS · pn56,Maternal VAMS · 5-6 months,Not reliably detected in supplement,Maternal VAMS__pn56__VAM_1005523,Milk__pn12__RLC_POS_MTB_3033006,Octenoylcarnitine
665,Maternal plasma,tri3,RLC_POS_MTB_2679130,286.2021,0.2025333,positive,0.87348957143322,1.2806078215834901e-10,2.4824582621396e-6,Upregulated,NA,NA,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · tri3,Maternal plasma · Third trimester,Not reliably detected in supplement,Maternal plasma__tri3__RLC_POS_MTB_2679130,Milk__pn12__RLC_POS_MTB_3033006,Octenoylcarnitine
62,Maternal plasma,incl,RLC_POS_MTB_3417659,286.1984,0.2397333,positive,0.851082262247797,1.07207151537881e-6,0.0188325903936616,Upregulated,NA,NA,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · incl,Maternal plasma · Enrollment,Not reliably detected in supplement,Maternal plasma__incl__RLC_POS_MTB_3417659,Milk__pn12__RLC_POS_MTB_3033006,Octenoylcarnitine
689,Milk,pn12,RLC_POS_MTB_3033006,286.1981,NA,positive,0.95,NA,6.5e-18,Upregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Milk · pn12,Milk · 1-2 months,Not reliably detected in supplement,Milk__pn12__RLC_POS_MTB_3033006,Milk__pn12__RLC_POS_MTB_3033006,Octenoylcarnitine
138,Maternal plasma,pn12,RLC_NEG_MTB_172104,305.0168,0.031,negative,0.698279377882157,7.7158716754456e-4,0.0373633121002128,Upregulated,"2',3'-Cyclic UMP",3,23cyclicump,rLC_neg_mtb_19412,TRUE,TRUE,FALSE,Mass within 25 ppm,19.0149844635185,Reliably detected,"2',3'-Cyclic UMP",Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_172104,Milk__pn34__RLC_NEG_MTB_10261,"2',3'-Cyclic UMP"
1072,Milk,pn34,RLC_NEG_MTB_10261,305.0226,NA,negative,0.45,NA,0.027,Upregulated,Ifosfamide,2,ifosfamide,rLC_neg_mtb_19412,TRUE,TRUE,FALSE,Mass within 25 ppm,0,Reliably detected,Ifosfamide,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_10261,Milk__pn34__RLC_NEG_MTB_10261,"2',3'-Cyclic UMP"
426,Maternal plasma,pn12,RLC_NEG_MTB_910604,151.025,0.1178,negative,0.718613489646875,6.75381171525689e-5,0.00984380752633495,Upregulated,(R)-Glycerate,8,rglycerate,rLC_neg_mtb_1371248,TRUE,TRUE,FALSE,Mass within 25 ppm,5.29710817620655,Reliably detected,(R)-Glycerate,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_910604,Milk__pn34__RLC_NEG_MTB_1203190,(R)-Glycerate
1128,Milk,pn34,RLC_NEG_MTB_1203190,87.0089,NA,negative,0.43,NA,0.033,Upregulated,(R)-Glycerate,8,rglycerate,rLC_neg_mtb_117211,TRUE,TRUE,FALSE,Mass within 25 ppm,1.14930903544607,Reliably detected,(R)-Glycerate,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1203190,Milk__pn34__RLC_NEG_MTB_1203190,(R)-Glycerate
370,Maternal plasma,pn12,RLC_NEG_MTB_711927,322.0438,0.09506667,negative,1.01248293419524,3.11935752602347e-8,3.35937475788694e-5,Upregulated,CMP,1,cmp,NA,NA,NA,NA,NA,NA,No matched supplement feature,CMP,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_711927,Milk__pn34__RLC_NEG_MTB_1261959,CMP
847,Milk,pn34,RLC_NEG_MTB_1261959,363.0727,NA,negative,0.51,NA,0.005,Upregulated,CMP,1,cmp,rLC_neg_mtb_5671697,TRUE,TRUE,FALSE,Mass within 25 ppm,3.85599192221922,Reliably detected,CMP,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1261959,Milk__pn34__RLC_NEG_MTB_1261959,CMP
393,Maternal plasma,pn12,RLC_NEG_MTB_821230,57.0349,0.1198667,negative,0.69773964431993,1.4466418394353e-4,0.0147595537144492,Upregulated,Acetone,2,acetone,rLC_neg_mtb_1270497,TRUE,TRUE,FALSE,Mass within 25 ppm,0,Reliably detected,Acetone,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_821230,Milk__pn34__RLC_NEG_MTB_1483668,Acetone
937,Milk,pn34,RLC_NEG_MTB_1483668,57.0349,NA,negative,0.47,NA,0.014,Upregulated,Acetone,2,acetone,rLC_neg_mtb_1270497,TRUE,TRUE,FALSE,Mass within 25 ppm,0,Reliably detected,Acetone,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1483668,Milk__pn34__RLC_NEG_MTB_1483668,Acetone
144,Maternal plasma,pn12,RLC_NEG_MTB_201238,337.0849,0.0496,negative,1.01011976334867,6.64044238277133e-8,6.77499871526433e-5,Upregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_201238,Milk__pn34__RLC_NEG_MTB_1541740,m/z 337.0849
679,Milk,pn34,RLC_NEG_MTB_1541740,337.0768,NA,negative,1.11,NA,1.6e-26,Upregulated,NA,0,NA,rLC_neg_mtb_1142287,TRUE,TRUE,FALSE,Mass within 25 ppm,8.60345461339785,Reliably detected,NA,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1541740,Milk__pn34__RLC_NEG_MTB_1541740,m/z 337.0849
