"","name","label"
"68","incl_hhroofother","Roof material HH other"
"69","incl_hhwall","Wall material HH"
"70","incl_hhwallother","Wall material HH other"
"71","incl_hhrooms","Number of living rooms"
"72","incl_hhencook","Energy for cooking HH"
"73","incl_hhencookother","Energy for cooking HH other"
"74","incl_hhenlight","Energy for lightning"
"75","incl_hhenlightother","Energy for lightning other"
"76","incl_hhown","House ownership HH"
"77","incl_hhinf","Best informed person on assets"
"78","incl_hhinfother","Best informed person on assets other"
"79","incl_hhresp","Respondent assets HH"
"80","incl_hhrespother","Other respondent assets"
"81","incl_hhwatch","nr of watches"
"82","incl_hhjewelry","nr of jewelry"
"83","incl_hhsolar","nr of solar panels or generators"
"84","incl_hhbattery","nr of batteries"
"85","incl_hhrake","nr of rakes"
"86","incl_hhshovel","nr of shovels"
"87","incl_hhsickle","nr of sickles"
"88","incl_hhpickaxe","nr of pickaxes"
"89","incl_hhaxe","nr of axes"
"90","incl_hhplow","nr of plows"
"91","incl_hhseeder","seeder"
"92","incl_hhbarrow","nr of barrows"
"93","incl_hhagriother","nr other agricultural equipment"
"94","incl_hhcart","nr of carts"
"95","incl_hhmoto","nr de mobylettes/motos"
"96","incl_hhcow","nr of cows"
"97","incl_hhsheep","nr of sheep"
"98","incl_hhgoat","nr of goats"
"99","incl_hhdonkeyhorse","nr of donkeys and horses"
"100","incl_hhpork","nr of pigs"
"101","incl_hhchicken","nr of poultry"
"102","incl_hhquinea","nr of guinea fowl"
"103","incl_hhradioY","Household has radio"
"104","incl_hhtvY","Household has tv"
"105","incl_hhvideoY","Household has video"
"106","incl_hhchanelY","Household has chanel"
"107","incl_hhcdY","Household has cd"
"108","incl_hhlampY","Household has lamp"
"109","incl_hhtorcheY","Household has torche"
"110","incl_hhbedY","Household has bed"
"111","incl_hhmatrasY","Household has matras"
"112","incl_hhtableY","Household has table"
"113","incl_hhchairY","Household has chair"
"114","incl_hharmchairY","Household has armchair"
"115","incl_hhbenchY","Household has bench"
"116","incl_hhstoveY","Household has stove"
"117","incl_hhfurnaceY","Household has furnace"
"118","incl_hhcalabashY","Household has calabash"
"119","incl_hhmob","nr of mobile phones"
"120","incl_hhpc","nr of computers"
"121","incl_hhcarpet","nr of carpets"
"122","incl_hhmat","nr or sleeping mats"
"123","incl_hhprayermat","nr of prayer mats"
"124","incl_hhcup","nr of cups"
"125","incl_hhpot","marmite"
"126","incl_hhbowl","nr of bowls"
"127","incl_hhcooktools","nr of cooking utensils"
"128","incl_hhcan","nr of cans/barrels"
"129","incl_hhiron","nr of irons"
"130","incl_hhsewing","nr of sewing machines"
"131","incl_hhhoe","nr of hoes/daba"
"132","incl_hhwateringcan","nb of watering cans"
"133","incl_hhmill","nr of mills"
"134","incl_hhmotorpomp","nr of motorpumps"
"135","incl_hhagriothernames","Other agricultural equipment"
"136","incl_hhbike","nr of bicycles"
"137","incl_hhcar","nr of cars/trucks"
"138","incl_hhtractor","Nr of tractors"
"139","incl_hhasset1comp","Household asset score using cmponent 1"
"140","incl_hhasset1comp_10","Household asset score recapped between 0-10"
"141","incl_wmarital","Marital status pregnant woman"
"142","incl_wmaritalother","Other marital status pregnant woman"
"143","incl_wcowives","nr of cowives"
"144","incl_wrank","Rank of pregnant women in poly HH"
"145","incl_wpresent","Check if pregnant woman is available for interview"
"146","incl_wreasonabsence","Reason of absence pregnant woman"
"147","incl_wreasonabsenceother","other reason pregnant woman absent"
"148","incl_wlanguage","Interview language"
"149","incl_wlanguageother","Other language of interview"
"150","incl_wschool","Highest education achieved"
"151","incl_wschoolother","Other school"
"152","incl_wreligion","Religion pregnant woman"
"153","incl_wreligionother","Other religion pregnant woman"
"154","incl_wetnicity","Ethnic group pregnant woman"
"155","incl_wetnicityother","Other ethnic group pregnant woman"
"156","incl_wwork","Job pregnant woman"
"157","incl_wworkoptions__1","Formal employment (salary)"
"158","incl_wworkoptions__2","Small business / retail and trade"
"159","incl_wworkoptions__3","Shop"
"160","incl_wworkoptions__4","Wholesale"
"161","incl_wworkoptions__5","Craftswoman (tailor, jeweler)"
"162","incl_wworkoptions__6","Services (hairdresser, electrician, medical job)"
"163","incl_wworkoptions__7","Gardening / breeding"
"164","incl_wworkoptions__8","Gold mining"
"165","incl_wworkoptions__9","Day worker"
"166","incl_wworkoptions__88","Other job"
"167","incl_wworkoptionsother","Other RGA pregnant woman"
"168","incl_wage","Woman's age at baseline"
"169","incl_wprimiparity","Women has primiparous pregnancy"
"170","incl_wgravidity","Gravidity"
"171","incl_wpregnancy_interval","Pregnancy interval"
"172","incl_wearly_n_mort","History of early neonatal mortality"
"173","incl_wn_mort","History of neonatal mortality"
"174","incl_wtrimester","Trimester of pregnancy at enrollment"
"175","incl_wtwin","History of twin pregnancy"
"176","incl_wschool_level","School level pregnant woman"
"177","incl_wnr_jobs","nr of jobs pregnant woman"
"178","incl_wchild_mortality","N° of previous child death"
"179","incl_wptest","pregnancy test result"
"180","incl_wptestother","Pregnancy test other reasons test not done"
"181","incl_wtravel","Pregnant woman plans to leave the study area in the coming 12 months"
"182","incl_wdiabetes","Do you suffer from diabetes (sugar disease)?"
"183","incl_wic","Consent signed"
"184","incl_wreasons_ic","Reasons refusal"
"185","incl_wreasons_ic_other","Reasons refusal (other)"
"186","incl_wreenrolled","Woman was re-enrolled in the trial"
"187","w_tsf1incl","Triceps Skinfold measurement1"
"188","w_tsf2incl","Triceps Skinfold measurement 2"
"189","w_tsf3incl","Triceps Skinfold measurement 3"
"190","w_mean_tsfincl","Triceps Skinfold measurement: mean"
"191","w_ssf1incl","Subscapular skinfold measurement1"
"192","w_ssf2incl","Subscapular skinfold measurement 2"
"193","w_ssf3incl","Subscapular skinfold measurement 3"
"194","w_mean_ssfincl","Subscapular skinfold measurement: mean"
"195","w_mean_heightincl","mean height"
"196","w_mean_weightincl","Mean weight"
"197","w_bmiincl","Mean BMI"
"198","w_muacincl","Mean MUAC"
"199","w_hbincl","Mean heamoglobine"
"200","w_anemia_incl","Anemia"
"201","w_severe_anemiaincl","Severe anemia"
"202","w_eds1_q1_incl","I have been able to laugh and see the funny side of things"
"203","w_eds1_score_incl","I have been able to laugh and see the funny side of things"
"204","w_eds1_q2_incl","I have looked forward with enjoyment to things"
"205","w_eds2_score_incl","I have looked forward with enjoyment to things"
"206","w_eds1_q3_incl","I have blamed myself unnecessarily when things went wrong"
"207","w_eds3_score_incl","I have blamed myself unnecessarily when things went wrong"
"208","w_eds1_q4_incl","I have been anxious or worried for no good reason"
"209","w_eds4_score_incl","I have been anxious or worried for no good reason"
"210","w_eds1_q5_incl","I have felt scared or panicky for no very good reason"
"211","w_eds5_score_incl","I have felt scared or panicky for no very good reason"
"212","w_eds1_q6_incl","Things have been getting on top of me"
"213","w_eds6_score_incl","Things have been getting on top of me"
"214","w_eds1_q7_incl","I have been so unhappy that I have had difficulty sleeping"
"215","w_eds7_score_incl","I have been so unhappy that I have had difficulty sleeping"
"216","w_eds1_q8_incl","I have felt sad or miserable"
"217","w_eds8_score_incl","I have felt sad or miserable"
"218","w_eds1_q9_incl","I have been so unhappy that I have been crying"
"219","w_eds9_score_incl","I have been so unhappy that I have been crying"
"220","w_eds1_q10_incl","The thought of harming myself has occurred to me"
"221","w_eds10_score_incl","The thought of harming myself has occurred to me"
"222","w_EDS_incl","The Edinburgh Depression Scale: total score"
"223","w_depression_incl","The Edinburgh Depression Scale: depression"
"224","hh_hfias_q1","Fear insufficient food"
"225","hh_hfias_q1a","Frequency fear insufficient food"
"226","hh_hfias_q2","Not eating preferred foods"
"227","hh_hfias_q2a","Frequency not eating preferred foods"
"228","hh_hfias_q3","Limited food diversity"
"229","hh_hfias_q3a","Frequency limited diversity"
"230","hh_hfias_q4","Undesirable food"
"231","hh_hfias_q4a","Frequency undesirable food"
"232","hh_hfias_q5","Smaller meals"
"233","hh_hfias_q5a","Frequency smaller meals"
"234","hh_hfias_q6","Fewer meals"
"235","hh_hfias_q6a","Frequency fewer meals"
"236","hh_hfias_q7","No food"
"237","hh_hfias_q7a","Frequency no food"
"238","hh_hfias_q8","To bed without eating"
"239","hh_hfias_q8a","Frequency to bed without eating"
"240","hh_hfias_q9","No food night and day"
"241","hh_hfias_q9a","Frequency no food night and day"
"242","hh_hfias","HFIA Category"
"243","hh_hfias_mild","Mildly Food Insecure"
"244","hh_hfias_moderate","Moderately Food Insecure"
"245","hh_hfias_severe","Severely Food Insecure"
"246","hh_hfias_score","Household Food Insecurity Access Scale (HFIAS) score"
"247","SECTION_03","SECTION_03"
"248","cpn1_wpreg","Nr times pregnant"
"249","cpn1_wmc","nr of miscarriages"
"250","cpn1_wsb","nr of stillbirths"
"251","cpn1_wchild","Nr of children"
"252","cpn1_wdeliv","Nr of deliveries"
"253","cpn1_wcs","Nr of c-sections"
"254","cpn1_wchildu5","Nr of children under 5"
"255","cpn1_wchildlb_dmy","date previous birth"
"256","cpn1_wchildlb_my","date previous birth"
"257","cpn1_wchildlb_y","date previous birth"
"258","cpn1_ddr_dmy","Date last menstruation (dd/mm/yy)"
"259","cpn1_ddr_my","Date last menstruation (dd/mm/yy)"
"260","cpn1_hu","fundus hight"
"261","cpn1_ga_w","Gestational age (weeks)"
"262","cpn1_ga_d","Gestational age (days)"
"263","cpn1_deliverydate","Expected date of delivery"
"264","cpn1_wdoc","Date CPN 1"
"265","cpn1_temperature","Temperature"
"266","cpn1_oedeme","œdeme"
"267","cpn1_whb","Hemoglobin CPN1"
"268","cpn1_fetalheart","Fetal heartbeat"
"269","cpn1_fetalheartfreq","Fetal heart beat frequency"
"270","cpn1_fetalmouv","Active fetal movement"
"271","cpn1_wsp1","Malaria prevention"
"272","cpn1_wsp1d","Date malaria prevention"
"273","cpn1_CPNdistr1","Did you receive the SP the past ANC?"
"274","cpn1_wsp2","Malaria prevention"
"275","cpn1_wsp2d","Date malaria prevention"
"276","cpn1_CPNdistrsp2","Did you receive the SP the past ANC?"
"277","cpn1_wsp3","Malaria prevention"
"278","cpn1_wsp3d","Date malaria prevention"
"279","cpn1_CPNdistrsp3","Did you receive the SP the past ANC?"
"280","cpn1_walb","Helminth prevention"
"281","cpn1_walbd","Helminth date medication"
"282","cpn1_walb_distrib","Have you received deworming medication (Albendazole) for ANC in the past?"
"283","cpn1_sp","Malaria prevention"
"284","cpn1_nb_sp","Number of times taken SP"
"285","cpn1_date_sp","Date SP taken"
"286","cpn1_CPN_sp","Received SP precious ANC"
"287","cpn1_cpnact_sp","Received SP current ANC"
"288","cpn1_alb","Received deworming"
"289","cpn1_date_alb","Date receiving deworming"
"290","cpn1_camp_alb","Received deworming during campaign"
"291","cpn1_cpn_alb","Received deworming at current ANC"
"292","cpn1_cpn_sp_1","Received SP precious ANC - CPN 1"
"293","cpn1_wspecial__1","Particularity woman:RAS (Rien à signaler)- CPN1"
"294","cpn1_wspecial__2","Particularity woman:La femme est aveugle"
"295","cpn1_wspecial__3","Particularity woman:La femme est sourde"
"296","cpn1_wspecial__4","Particularity woman:La femme est sourde-muette"
"297","cpn1_wspecial__5","Particularity woman:La femme a une maladie mentale"
"298","cpn1_wspecial__6","Particularity woman:La femme a un handicap physique"
"299","cpn1_wspecial__88","Particularity woman:Autre"
"300","cpn1_wspecial_other","Other particularity"
"301","cpn1_dbp","Diatelic blood pressure"
"302","cpn1_sbp","Systolic blood pressure"
"303","cpn1_wheight1","Woman's length CPN 1 - 1st measurement"
"304","cpn1_wheight2","Woman's length CPN 1 - 2nd measurement"
"305","cpn1_wheight3","Woman's length CPN 1 - 3rd measurement"
"306","cpn1_wweight1","Woman's weight CPN 1 - 1st measurement"
"307","cpn1_wweight2","Woman's weight CPN 1 - 2nd measurement"
"308","cpn1_wweight3","Woman's weight CPN 1 - 3rd measurement"
"309","cpn1_wmuac1","Woman's MUAC CPN 1 - 1st measurement"
"310","cpn1_wmuac2","Woman's MUAC CPN 1 - 2nd measurement"
"311","cpn1_wmuac3","Woman's MUAC CPN 1 - 3rd measurement"
"312","cpn1_anemia","Anemia"
"313","cpn1_midwife","Midwife"
"314","SECTION_04","SECTION_04"
"315","cpn2_highbp","High blood pressure- CPN 2"
"316","cpn2_albumine","albumine- CPN 2"
"317","cpn2_temperature","Temperature - CPN 2"
"318","cpn2_oedeme","Maternal edema- CPN2"
"319","cpn2_hemoglobine","Hemoglobine measured-CPN2"
"320","cpn2_whb","Hemoglobin concentration- CPN2"
"321","cpn2_fetalheart","Fetal heartbeat- CPN 2"
"322","cpn2_fetalheartfreq","Fetal heart beat frequency- CPN 2"
"323","cpn2_fetalmouv","Actif Fetal Mouvement- CPN 2"
"324","cpn2_sp","Malaria prevention- CPN 2"
"325","cpn2_nb_sp","Number of times taken SP- CPN 2"
"326","cpn2_date_sp"," Date SP taken- CPN 2"
"327","cpn2_cpn_sp","Received SP precious ANC- CPN 2"
"328","cpn2_cpnact_sp","Received SP current ANC- CPN 2"
"329","cpn2_alb","Received deworming- CPN 2"
"330","cpn2_date_alb","Date receiving deworming- CPN 2"
"331","cpn2_camp_alb","Received deworming during campaign- CPN 2"
"332","cpn2_cpn_alb","Received deworming at current ANC- CPN 2"
"333","cpn2_interview__status","Status of the interview- CPN 2"
"334","cpn2_datecpn","CPN date"
"335","cpn2_datesp","Date SP (malaria prophylaxis) taken- CPN 2"
"336","cpn2_datealb","Date deworming (albendazole) taken- CPN 2"
"337","cpn2_timecpn","CPN visit time-CPN 2"
"338","cpn2_dbp","Diatelic blood pressure- CPN 2"
"339","cpn2_sbp","Systolic blood pressure- CPN 2"
"340","cpn2_wweight1","Woman's weight CPN 2- 1st measurement"
"341","cpn2_wweight2","Woman's weight CPN 2- 2nd measurement"
"342","cpn2_wweight3","Woman's weight CPN 2- 3rd measurement"
"343","cpn2_wmuac1","Woman's MUAC CPN 2- 1st measurement"
"344","cpn2_wmuac2","Woman's MUAC CPN 2- 2nd measurement"
"345","cpn2_wmuac3","Woman's MUAC CPN 2- 3rd measurement"
"346","cpn2_midwife","Midwife"
"347","SECTION_05","SECTION_05"
"348","cpn3_highbp","High blood pressure- CPN 3"
"349","cpn3_albumine","albumine- CPN 3"
"350","cpn3_temperature","Temperature - CPN 3"
"351","cpn3_oedeme","Maternal edema- CPN3"
"352","cpn3_hemoglobine","Hemoglobine measured-CPN3"
"353","cpn3_whb","Hemoglobin concentration- CPN3"
"354","cpn3_fetalheart","Fetal heartbeat- CPN 3"
"355","cpn3_fetalheartfreq","Fetal heart beat frequency- CPN 3"
"356","cpn3_fetalmouv","Actif Fetal Mouvement- CPN 3"
"357","cpn3_sp","Malaria prevention- CPN 3"
"358","cpn3_nb_sp","Number of times taken SP- CPN 3"
"359","cpn3_date_sp"," Date SP taken- CPN 3"
"360","cpn3_cpn_sp","Received SP precious ANC- CPN 3"
"361","cpn3_cpnact_sp","Received SP current ANC- CPN 3"
"362","cpn3_alb","Received deworming- CPN 3"
"363","cpn3_date_alb","Date receiving deworming- CPN 3"
"364","cpn3_camp_alb","Received deworming during campaign- CPN 3"
"365","cpn3_cpn_alb","Received deworming at current ANC- CPN 3"
"366","cpn3_interview__status","Status of the interview- CPN 3"
"367","cpn3_datecpn","CPN date"
"368","cpn3_datesp","Date SP (malaria prophylaxis) taken- CPN 3"
"369","cpn3_datealb","Date deworming (albendazole) taken- CPN 3"
"370","cpn3_timecpn","CPN visit time-CPN 3"
"371","cpn3_dbp","Diatelic blood pressure- CPN 3"
"372","cpn3_sbp","Systolic blood pressure- CPN 3"
"373","cpn3_wweight1","Woman's weight CPN 3- 1st measurement"
"374","cpn3_wweight2","Woman's weight CPN 3- 2nd measurement"
"375","cpn3_wweight3","Woman's weight CPN 3- 3rd measurement"
"376","cpn3_wmuac1","Woman's MUAC CPN 3- 1st measurement"
"377","cpn3_wmuac2","Woman's MUAC CPN 3- 2nd measurement"
"378","cpn3_wmuac3","Woman's MUAC CPN 3- 3rd measurement"
"379","cpn3_midwife","Midwife"
"380","SECTION_06","SECTION_06"
"381","cpn4_highbp","High blood pressure- CPN 4"
"382","cpn4_albumine","albumine- CPN 4"
"383","cpn4_temperature","Temperature - CPN 4"
"384","cpn4_oedeme","Maternal edema- CPN 4"
"385","cpn4_hemoglobine","Hemoglobine measured-CPN 4"
"386","cpn4_whb","Hemoglobin concentration- CPN 4"
"387","cpn4_fetalheart","Fetal heartbeat- CPN 4"
"388","cpn4_fetalheartfreq","Fetal heart beat frequency- CPN 4"
"389","cpn4_fetalmouv","Actif Fetal Mouvement- CPN 4"
"390","cpn4_sp","Malaria prevention- CPN 4"
"391","cpn4_nb_sp","Number of times taken SP- CPN 4"
"392","cpn4_date_sp"," Date SP taken- CPN 4"
"393","cpn4_cpn_sp","Received SP precious ANC- CPN 4"
"394","cpn4_cpnact_sp","Received SP current ANC- CPN 4"
"395","cpn4_alb","Received deworming- CPN 4"
"396","cpn4_date_alb","Date receiving deworming- CPN 4"
"397","cpn4_camp_alb","Received deworming during campaign- CPN 4"
"398","cpn4_cpn_alb","Received deworming at current ANC- CPN 4"
"399","cpn4_interview__status","Status of the interview- CPN 4"
"400","cpn4_datecpn","CPN date"
"401","cpn4_datesp","Date SP (malaria prophylaxis) taken- CPN 4"
"402","cpn4_datealb","Date deworming (albendazole) taken- CPN 4"
"403","cpn4_timecpn","CPN visit time-CPN 4"
"404","cpn4_dbp","Diatelic blood pressure- CPN 4"
"405","cpn4_sbp","Systolic blood pressure- CPN 4"
"406","cpn4_wweight1","Woman's weight CPN 4- 1st measurement"
"407","cpn4_wweight2","Woman's weight CPN 4- 2nd measurement"
"408","cpn4_wweight3","Woman's weight CPN 4- 3rd measurement"
"409","cpn4_wmuac1","Woman's MUAC CPN 4- 1st measurement"
"410","cpn4_wmuac2","Woman's MUAC CPN 4- 2nd measurement"
"411","cpn4_wmuac3","Woman's MUAC CPN 4- 3rd measurement"
"412","cpn4_midwife","Midwife"
"413","SECTION_07","SECTION_07"
"414","cpn5_highbp","High blood pressure- CPN 5"
"415","cpn5_albumine","albumine- CPN 5"
"416","cpn5_temperature","Temperature - CPN 5"
"417","cpn5_oedeme","Maternal edema- CPN 5"
"418","cpn5_hemoglobine","Hemoglobine measured-CPN 5"
"419","cpn5_whb","Hemoglobin concentration- CPN 5"
"420","cpn5_fetalheart","Fetal heartbeat- CPN 5"
"421","cpn5_fetalheartfreq","Fetal heart beat frequency- CPN 5"
"422","cpn5_fetalmouv","Actif Fetal Mouvement- CPN 5"
"423","cpn5_sp","Malaria prevention- CPN 5"
"424","cpn5_nb_sp","Number of times taken SP- CPN 5"
"425","cpn5_date_sp"," Date SP taken- CPN 5"
"426","cpn5_cpn_sp","Received SP precious ANC- CPN 5"
"427","cpn5_cpnact_sp","Received SP current ANC- CPN 5"
"428","cpn5_alb","Received deworming- CPN 5"
"429","cpn5_date_alb","Date receiving deworming- CPN 5"
"430","cpn5_camp_alb","Received deworming during campaign- CPN 5"
"431","cpn5_cpn_alb","Received deworming at current ANC- CPN 5"
"432","cpn5_interview__status","Status of the interview- CPN 5"
"433","cpn5_datecpn","CPN date"
"434","cpn5_datesp","Date SP (malaria prophylaxis) taken- CPN 5"
"435","cpn5_datealb","Date deworming (albendazole) taken- CPN 5"
"436","cpn5_timecpn","CPN visit time-CPN 5"
"437","cpn5_dbp","Diatelic blood pressure- CPN 5"
"438","cpn5_sbp","Systolic blood pressure- CPN 5"
"439","cpn5_wweight1","Woman's weight CPN 5- 1st measurement"
"440","cpn5_wweight2","Woman's weight CPN 5- 2nd measurement"
"441","cpn5_wweight3","Woman's weight CPN 5- 3rd measurement"
"442","cpn5_wmuac1","Woman's MUAC CPN 5- 1st measurement"
"443","cpn5_wmuac2","Woman's MUAC CPN 5- 2nd measurement"
"444","cpn5_wmuac3","Woman's MUAC CPN 5- 3rd measurement"
"445","cpn5_midwife","Midwife"
"446","SECTION_08","SECTION_08"
"447","d_date_arrival","Date of arrival at HC"
"448","d_hour_arrival","Time when mother/child arrived at HC"
"449","d_midwife","ID midwife"
"450","d_wtaken","Pre-delivery weight taken"
"451","d_wbresp","Deliv before responsable"
"452","d_wweight_bdelivery","Pre-delivery weight mother"
"453","d_wliquid","Water or blood loss at pre-delivery"
"454","d_wbcheck","Check before delivery"
"455","d_wbcheckother","Deliv before check others"
"456","d_wbtype","Type of delivery"
"457","d_wbinter","Intervention at delivery"
"458","d_wbdeliv","Delivery"
"459","d_cplace","Place of delivery"
"460","d_cplacereason__1","Reason home delivery: long distance to HC"
"461","d_cplacereason__2","Reason home delivery: HC inaccessible"
"462","d_cplacereason__3","Reason home delivery: precipitous labor"
"463","d_cplacereason__4","Reason home delivery: preffered by family"
"464","d_cplacereason__88","Reason home delivery: other reason"
"465","d_cplacereasonother","Other reason for home delivery"
"466","d_cpresentbirth__1","Present at delivery: HC midwife"
"467","d_cpresentbirth__2","Present at delivery: MISAME-III project midwife"
"468","d_cpresentbirth__88","Reason home delivery: other"
"469","d_cpresentbirthother","Who else was present at delivery"
"470","d_cnr","Number of children born"
"471","d_cdob","Date of birth"
"472","d_ctime","Hour of birth"
"473","d_calive","Nr children born alive"
"474","d_cdeath","Type child dead"
"475","d_cpresent","Child measurements possible"
"476","d_cpresent_reasons","Reasons why mother/child not available at CSPS"
"477","d_cpresent_autrereason","Other reason for not being able to take anthro measurements at birth"
"478","d_cdom","Date measurements anthropometry"
"479","d_chom","Hour measurements anthropometry"
"480","d_csex","Sex of newborn"
"481","d_cweight1","Birth weight 1"
"482","d_cweight2","Birth weight 2"
"483","d_cweight3","Birth weight 3"
"484","d_cweight_mean","Mean birth weight"
"485","d_cweight_csps","Birth weight at delivery (CSPS)"
"486","d_clength1","Birth length 1"
"487","d_clength2","Birth length 2"
"488","d_clength3","Birth length 3"
"489","d_length_mean","Mean birth length"
"490","d_cmuac1","Birth MUAC 1"
"491","d_cmuac2","Birth MUAC 2"
"492","d_cmuac3","Birth MUAC 3"
"493","d_cmuac_mean","Mean birth muac"
"494","d_chc1","Birth head circumference 1"
"495","d_chc2","Birth head circumference 2"
"496","d_chc3","Birth head circumference 3"
"497","d_chc_mean","Mean birth head circumference"
"498","d_ccc1","Birth chest circumference 1"
"499","d_ccc2","Birth chest circumference 2"
"500","d_ccc3","Birth chest circumference 3"
"501","d_ccc_mean","Mean birth chest circumference"
"502","d_crohrer","Ponderal index, gm/cm3"
"503","d_gabirth_wk","GA at birth , wk"
"504","d_gabirth_d","GA at birth, days"
"505","d_gabirth_lmp_d","GA at birth based on LMP , days"
"506","d_gabirth_lmp_wk","GA at birth based on LMP , wk"
"507","d_sga","Small-for-gestational age"
"508","d_lga","Large-for-gestational age"
"509","d_lbw","Low Birth Weight (<2,5kg)"
"510","d_preterm","Preterm delivery (<37wk)"
"511","d_preterm_lmp","Preterm delivery (<37wk) using LMP"
"512","d_apgar1","Apgar score at delivery(1 min)"
"513","d_fetaldeath22w","Fetal death before 22 weeks of gestation"
"514","d_fetaldeath22_28w","Fetal death between 22-28 weeks of gestation"
"515","d_stillbirth_28w","Fetal death after 28 weeks of gestation"
"516","d_sae_cat","SAE category"
"517","d_ccolostrum1h","Colostrum within 1 hour"
"518","d_ctwincolor","Color of bracelot in case of twins"
"519","d_ctwincolorother","Ohter color bracelet - in case of twins"
"520","d_twin","Twin delivery"
"521","SECTION_09","SECTION_09"
"522","gwg_gwg","Gestational weight gain"
"523","gwg_duration","Duration of gestational weight gain"
"524","gwg_rate","Rate of gestational weight gain"
"525","gwg_adequacy","Adequacy of gestational weight gain"
"526","gwg_adequacy_70","Inadequate GWG (<70%)"
"527","gwg_adequacy_90","Inadequate GWG (<90%)"
"528","gwg_adequacy_125","Excessive GWG (125%)"
"529","SECTION_10","SECTION_10"
"530","dr_enumerator","enumerator ID 24hrecall"
"531","dr_date","Date of recall interview"
"532","dr_dayweek","What was the day of the week yesterday?"
"533","dr_commondish","Yesterday, did you eat food from the common dish?"
"534","dr_quantity","Yesterday, how did you eat in terms of quantity?"
"535","dr_quality","Yesterday, how did you eat in terms of variety of food?"
"536","dr_fasting","Yesterday, did you fast?"
"537","dr_why_fasting","Why did you fast yesterday?"
"538","dr_why_fasting_other","fasting other reason"
"539","dr_supl_misame","Visit of FA?"
"540","dr_supl_other","Prenez-vous d'autres suppléments"
"541","dr_supl_other_o","Quels autres suppléments?"
"542","dr_which_suppl_spec","Specifiez quel supplement alimentaire"
"543","dr_supl_quant","BEP intake"
"544","dr_supl_refuse","Pourquoi la femme n'a-t-elle pas pris l'alicament hier?"
"545","dr_supl_refuse_other","Ohter reason for refusal ASPE"
"546","dr_supl_ifa","IFA intake"
"547","dr_supl_ifa_refuse","Pourquoi la femme n'a-t-elle pas pris le comprimé fer-acide folique hier?"
