"","VARNAME","variable_original","seq_original","label_original","MEMNAME","VISIT_ddf","TARGETVR_ddf","TESTCD_ddf","RELTIVE_ddf","N_ddf","Matched_Full"
"595","INCL_WPTEST","incl_wptest",179,"pregnancy test result","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"596","INCL_WPTESTOTHER","incl_wptestother",180,"Pregnancy test other reasons test not done","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"608","INCL_WTRAVEL","incl_wtravel",181,"Pregnant woman plans to leave the study area in the coming 12 months","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"580","INCL_WDIABETES","incl_wdiabetes",182,"Do you suffer from diabetes (sugar disease)?","MISAME3_WIDE","Baseline / Enrolment","DM",NA,"Mother",290,"yes"
"585","INCL_WIC","incl_wic",183,"Consent signed","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"600","INCL_WREASONS_IC","incl_wreasons_ic",184,"Reasons refusal","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"601","INCL_WREASONS_IC_OTHER","incl_wreasons_ic_other",185,"Reasons refusal (other)","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"602","INCL_WREENROLLED","incl_wreenrolled",186,"Woman was re-enrolled in the trial","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1396","W_TSF1INCL","w_tsf1incl",187,"Triceps Skinfold measurement1","MISAME3_WIDE","Baseline / Enrolment","TSFTMM",NA,"Mother",290,"yes"
"1397","W_TSF2INCL","w_tsf2incl",188,"Triceps Skinfold measurement 2","MISAME3_WIDE","Baseline / Enrolment","TSFTMM",NA,"Mother",290,"yes"
"1398","W_TSF3INCL","w_tsf3incl",189,"Triceps Skinfold measurement 3","MISAME3_WIDE","Baseline / Enrolment","TSFTMM",NA,"Mother",290,"yes"
"1389","W_MEAN_TSFINCL","w_mean_tsfincl",190,"Triceps Skinfold measurement: mean","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"1393","W_SSF1INCL","w_ssf1incl",191,"Subscapular skinfold measurement1","MISAME3_WIDE","Baseline / Enrolment","SSFTMM",NA,"Mother",290,"yes"
"1394","W_SSF2INCL","w_ssf2incl",192,"Subscapular skinfold measurement 2","MISAME3_WIDE","Baseline / Enrolment","SSFTMM",NA,"Mother",290,"yes"
"1395","W_SSF3INCL","w_ssf3incl",193,"Subscapular skinfold measurement 3","MISAME3_WIDE","Baseline / Enrolment","SSFTMM",NA,"Mother",290,"yes"
"1388","W_MEAN_SSFINCL","w_mean_ssfincl",194,"Subscapular skinfold measurement: mean","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"1387","W_MEAN_HEIGHTINCL","w_mean_heightincl",195,"mean height","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"1390","W_MEAN_WEIGHTINCL","w_mean_weightincl",196,"Mean weight","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"1363","W_BMIINCL","w_bmiincl",197,"Mean BMI","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"1391","W_MUACINCL","w_muacincl",198,"Mean MUAC","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"1386","W_HBINCL","w_hbincl",199,"Mean heamoglobine","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"1362","W_ANEMIA_INCL","w_anemia_incl",200,"Anemia","MISAME3_WIDE","Baseline / Enrolment","CETERM",NA,"Mother",290,"no"
"1392","W_SEVERE_ANEMIAINCL","w_severe_anemiaincl",201,"Severe anemia","MISAME3_WIDE","Baseline / Enrolment","CETERM",NA,"Mother",290,"no"
"1366","W_EDS1_Q1_INCL","w_eds1_q1_incl",202,"I have been able to laugh and see the funny side of things","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSQ01","Mother",289,"no"
"1376","W_EDS1_SCORE_INCL","w_eds1_score_incl",203,"I have been able to laugh and see the funny side of things","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSQ01","Mother",289,"no"
"1368","W_EDS1_Q2_INCL","w_eds1_q2_incl",204,"I have looked forward with enjoyment to things","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSQ02","Mother",289,"no"
"1378","W_EDS2_SCORE_INCL","w_eds2_score_incl",205,"I have looked forward with enjoyment to things","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSQ02","Mother",289,"no"
"1369","W_EDS1_Q3_INCL","w_eds1_q3_incl",206,"I have blamed myself unnecessarily when things went wrong","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSQ03","Mother",289,"no"
"1379","W_EDS3_SCORE_INCL","w_eds3_score_incl",207,"I have blamed myself unnecessarily when things went wrong","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSQ03","Mother",289,"no"
"1370","W_EDS1_Q4_INCL","w_eds1_q4_incl",208,"I have been anxious or worried for no good reason","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSQ04","Mother",289,"no"
"1380","W_EDS4_SCORE_INCL","w_eds4_score_incl",209,"I have been anxious or worried for no good reason","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSQ04","Mother",289,"no"
"1371","W_EDS1_Q5_INCL","w_eds1_q5_incl",210,"I have felt scared or panicky for no very good reason","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSQ05","Mother",289,"no"
"1381","W_EDS5_SCORE_INCL","w_eds5_score_incl",211,"I have felt scared or panicky for no very good reason","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSQ05","Mother",289,"no"
"1372","W_EDS1_Q6_INCL","w_eds1_q6_incl",212,"Things have been getting on top of me","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSQ06","Mother",289,"no"
"1382","W_EDS6_SCORE_INCL","w_eds6_score_incl",213,"Things have been getting on top of me","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSQ06","Mother",289,"no"
"1373","W_EDS1_Q7_INCL","w_eds1_q7_incl",214,"I have been so unhappy that I have had difficulty sleeping","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSQ07","Mother",289,"no"
"1383","W_EDS7_SCORE_INCL","w_eds7_score_incl",215,"I have been so unhappy that I have had difficulty sleeping","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSQ07","Mother",289,"no"
"1374","W_EDS1_Q8_INCL","w_eds1_q8_incl",216,"I have felt sad or miserable","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSQ08","Mother",289,"no"
"1384","W_EDS8_SCORE_INCL","w_eds8_score_incl",217,"I have felt sad or miserable","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSQ08","Mother",289,"no"
"1375","W_EDS1_Q9_INCL","w_eds1_q9_incl",218,"I have been so unhappy that I have been crying","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSQ09","Mother",289,"no"
"1385","W_EDS9_SCORE_INCL","w_eds9_score_incl",219,"I have been so unhappy that I have been crying","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSQ09","Mother",289,"no"
"1367","W_EDS1_Q10_INCL","w_eds1_q10_incl",220,"The thought of harming myself has occurred to me","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSQ10","Mother",289,"no"
"1377","W_EDS10_SCORE_INCL","w_eds10_score_incl",221,"The thought of harming myself has occurred to me","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSQ10","Mother",289,"no"
"1365","W_EDS_INCL","w_EDS_incl",222,"The Edinburgh Depression Scale: total score","MISAME3_WIDE","Baseline / Enrolment","QSSTRESN","EPDSTOT","Mother",289,"no"
"1364","W_DEPRESSION_INCL","w_depression_incl",223,"The Edinburgh Depression Scale: depression","MISAME3_WIDE","Baseline / Enrolment","QSSTRESC","EPDSTOT","Mother",290,"no"
"418","HH_HFIAS_Q1","hh_hfias_q1",224,"Fear insufficient food","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","HFIASNEF",NA,289,"yes"
"419","HH_HFIAS_Q1A","hh_hfias_q1a",225,"Frequency fear insufficient food","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","HFIASNFF",NA,44,"yes"
"420","HH_HFIAS_Q2","hh_hfias_q2",226,"Not eating preferred foods","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","HFIASUF",NA,289,"yes"
"421","HH_HFIAS_Q2A","hh_hfias_q2a",227,"Frequency not eating preferred foods","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","HFRFSNFF",NA,155,"yes"
"422","HH_HFIAS_Q3","hh_hfias_q3",228,"Limited food diversity","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","HFIASLV",NA,289,"yes"
"423","HH_HFIAS_Q3A","hh_hfias_q3a",229,"Frequency limited diversity","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","HFIASLF",NA,147,"yes"
"424","HH_HFIAS_Q4","hh_hfias_q4",230,"Undesirable food","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","HFIASUDF",NA,289,"yes"
"425","HH_HFIAS_Q4A","hh_hfias_q4a",231,"Frequency undesirable food","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","HFIASF",NA,106,"no"
"426","HH_HFIAS_Q5","hh_hfias_q5",232,"Smaller meals","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","HFCRCLOE",NA,289,"yes"
"427","HH_HFIAS_Q5A","hh_hfias_q5a",233,"Frequency smaller meals","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","HFCRCLOF",NA,46,"no"
"428","HH_HFIAS_Q6","hh_hfias_q6",234,"Fewer meals","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","HFIASFM",NA,289,"yes"
"429","HH_HFIAS_Q6A","hh_hfias_q6a",235,"Frequency fewer meals","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","HFIASFMF",NA,24,"no"
"430","HH_HFIAS_Q7","hh_hfias_q7",236,"No food","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","HFIASENF",NA,289,"yes"
"431","HH_HFIAS_Q7A","hh_hfias_q7a",237,"Frequency no food","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","HFIASEF",NA,13,"no"
"432","HH_HFIAS_Q8","hh_hfias_q8",238,"To bed without eating","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","HFIASSH",NA,289,"yes"
"433","HH_HFIAS_Q8A","hh_hfias_q8a",239,"Frequency to bed without eating","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","HFIASSF",NA,3,"missing"
"434","HH_HFIAS_Q9","hh_hfias_q9",240,"No food night and day","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","HFIASNDF",NA,289,"yes"
"435","HH_HFIAS_Q9A","hh_hfias_q9a",241,"Frequency no food night and day","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","HFIASFF",NA,0,"missing"
"415","HH_HFIAS","hh_hfias",242,"HFIA Category","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","HHHSCAT",NA,289,"yes"
"416","HH_HFIAS_MILD","hh_hfias_mild",243,"Mildly Food Insecure","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"417","HH_HFIAS_MODERATE","hh_hfias_moderate",244,"Moderately Food Insecure","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"437","HH_HFIAS_SEVERE","hh_hfias_severe",245,"Severely Food Insecure","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"436","HH_HFIAS_SCORE","hh_hfias_score",246,"Household Food Insecurity Access Scale (HFIAS) score","MISAME3_WIDE","Baseline / Enrolment","SSSTRESN","HHHSC",NA,289,"yes"
"1352","SECTION_03","SECTION_03",247,"SECTION_03","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"67","CPN1_WPREG","cpn1_wpreg",248,"Nr times pregnant","MISAME3_WIDE",NA,"GRAVIDA",NA,NA,290,"yes"
"63","CPN1_WMC","cpn1_wmc",249,"nr of miscarriages","MISAME3_WIDE",NA,"NMSCR, MISCRHX",NA,NA,218,"yes"
"68","CPN1_WSB","cpn1_wsb",250,"nr of stillbirths","MISAME3_WIDE",NA,"NSTLBRTH, STLBRTHX",NA,NA,218,"yes"
"51","CPN1_WCHILD","cpn1_wchild",251,"Nr of children","MISAME3_WIDE",NA,"NLIVBRTH",NA,NA,218,"yes"
"57","CPN1_WDELIV","cpn1_wdeliv",252,"Nr of deliveries","MISAME3_WIDE",NA,"PARITY",NA,NA,218,"yes"
"56","CPN1_WCS","cpn1_wcs",253,"Nr of c-sections","MISAME3_WIDE",NA,"NCSECT",NA,NA,218,"yes"
"55","CPN1_WCHILDU5","cpn1_wchildu5",254,"Nr of children under 5","MISAME3_WIDE",NA,NA,NA,NA,218,"missing"
"52","CPN1_WCHILDLB_DMY","cpn1_wchildlb_dmy",255,"date previous birth","MISAME3_WIDE",NA,NA,NA,NA,62,"missing"
"53","CPN1_WCHILDLB_MY","cpn1_wchildlb_my",256,"date previous birth","MISAME3_WIDE",NA,NA,NA,NA,175,"missing"
"54","CPN1_WCHILDLB_Y","cpn1_wchildlb_y",257,"date previous birth","MISAME3_WIDE",NA,NA,NA,NA,193,"missing"
"33","CPN1_DDR_DMY","cpn1_ddr_dmy",258,"Date last menstruation (dd/mm/yy)","MISAME3_WIDE",NA,"GAGELMP, GAGEBRTH",NA,NA,290,"yes"
"34","CPN1_DDR_MY","cpn1_ddr_my",259,"Date last menstruation (dd/mm/yy)","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"41","CPN1_HU","cpn1_hu",260,"fundus hight","MISAME3_WIDE","Baseline / Enrolment","FH",NA,NA,290,"yes"
"40","CPN1_GA_W","cpn1_ga_w",261,"Gestational age (weeks)","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"39","CPN1_GA_D","cpn1_ga_d",262,"Gestational age (days)","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"35","CPN1_DELIVERYDATE","cpn1_deliverydate",263,"Expected date of delivery","MISAME3_WIDE","Baseline / Enrolment","GAGEBRTH",NA,NA,290,"yes"
"58","CPN1_WDOC","cpn1_wdoc",264,"Date CPN 1","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"47","CPN1_TEMPERATURE","cpn1_temperature",265,"Temperature","MISAME3_WIDE","Baseline / Enrolment","VSSTRESN","TEMP","Mother",290,"yes"
"44","CPN1_OEDEME","cpn1_oedeme",266,"œdeme","MISAME3_WIDE","Baseline / Enrolment","CETERM",NA,"Mother",290,"no"
"59","CPN1_WHB","cpn1_whb",267,"Hemoglobin CPN1","MISAME3_WIDE","Baseline / Enrolment","LBSTRESN","HGB","Mother",290,"yes"
"36","CPN1_FETALHEART","cpn1_fetalheart",268,"Fetal heartbeat","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"37","CPN1_FETALHEARTFREQ","cpn1_fetalheartfreq",269,"Fetal heart beat frequency","MISAME3_WIDE","Baseline / Enrolment","VSSTRESN","FHR","Child",0,"missing"
"38","CPN1_FETALMOUV","cpn1_fetalmouv",270,"Active fetal movement","MISAME3_WIDE","Baseline / Enrolment","VSSTRESN","FM","Child",290,"yes"
"69","CPN1_WSP1","cpn1_wsp1",271,"Malaria prevention","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"70","CPN1_WSP1D","cpn1_wsp1d",272,"Date malaria prevention","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"27","CPN1_CPNDISTR1","cpn1_CPNdistr1",273,"Did you receive the SP the past ANC?","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"71","CPN1_WSP2","cpn1_wsp2",274,"Malaria prevention","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"72","CPN1_WSP2D","cpn1_wsp2d",275,"Date malaria prevention","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"28","CPN1_CPNDISTRSP2","cpn1_CPNdistrsp2",276,"Did you receive the SP the past ANC?","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"73","CPN1_WSP3","cpn1_wsp3",277,"Malaria prevention","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"74","CPN1_WSP3D","cpn1_wsp3d",278,"Date malaria prevention","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"29","CPN1_CPNDISTRSP3","cpn1_CPNdistrsp3",279,"Did you receive the SP the past ANC?","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"48","CPN1_WALB","cpn1_walb",280,"Helminth prevention","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"50","CPN1_WALBD","cpn1_walbd",281,"Helminth date medication","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"49","CPN1_WALB_DISTRIB","cpn1_walb_distrib",282,"Have you received deworming medication (Albendazole) for ANC in the past?","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"46","CPN1_SP","cpn1_sp",283,"Malaria prevention","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"43","CPN1_NB_SP","cpn1_nb_sp",284,"Number of times taken SP","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"31","CPN1_DATE_SP","cpn1_date_sp",285,"Date SP taken","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"24","CPN1_CPN_SP","cpn1_CPN_sp",286,"Received SP precious ANC","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"26","CPN1_CPNACT_SP","cpn1_cpnact_sp",287,"Received SP current ANC","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"20","CPN1_ALB","cpn1_alb",288,"Received deworming","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"30","CPN1_DATE_ALB","cpn1_date_alb",289,"Date receiving deworming","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"22","CPN1_CAMP_ALB","cpn1_camp_alb",290,"Received deworming during campaign","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"23","CPN1_CPN_ALB","cpn1_cpn_alb",291,"Received deworming at current ANC","MISAME3_WIDE","Baseline / Enrolment","CMTRT",NA,"Mother",290,"no"
"25","CPN1_CPN_SP_1","cpn1_cpn_sp_1",292,"Received SP precious ANC - CPN 1","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"75","CPN1_WSPECIAL__1","cpn1_wspecial__1",293,"Particularity woman:RAS (Rien à signaler)- CPN1","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"76","CPN1_WSPECIAL__2","cpn1_wspecial__2",294,"Particularity woman:La femme est aveugle","MISAME3_WIDE","Baseline / Enrolment","CETERM",NA,"Mother",290,"no"
"77","CPN1_WSPECIAL__3","cpn1_wspecial__3",295,"Particularity woman:La femme est sourde","MISAME3_WIDE","Baseline / Enrolment","CETERM",NA,"Mother",290,"no"
"78","CPN1_WSPECIAL__4","cpn1_wspecial__4",296,"Particularity woman:La femme est sourde-muette","MISAME3_WIDE","Baseline / Enrolment","CETERM",NA,"Mother",290,"no"
"79","CPN1_WSPECIAL__5","cpn1_wspecial__5",297,"Particularity woman:La femme a une maladie mentale","MISAME3_WIDE","Baseline / Enrolment","CETERM",NA,"Mother",290,"no"
"80","CPN1_WSPECIAL__6","cpn1_wspecial__6",298,"Particularity woman:La femme a un handicap physique","MISAME3_WIDE","Baseline / Enrolment","CETERM",NA,"Mother",290,"no"
"81","CPN1_WSPECIAL__88","cpn1_wspecial__88",299,"Particularity woman:Autre","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"82","CPN1_WSPECIAL_OTHER","cpn1_wspecial_other",300,"Other particularity","MISAME3_WIDE","Baseline / Enrolment","CETERM",NA,"Mother",0,"missing"
"32","CPN1_DBP","cpn1_dbp",301,"Diatelic blood pressure","MISAME3_WIDE","Baseline / Enrolment","VSSTRESN","DIABP","Mother",290,"yes"
"45","CPN1_SBP","cpn1_sbp",302,"Systolic blood pressure","MISAME3_WIDE","Baseline / Enrolment","VSSTRESN","SYSBP","Mother",290,"yes"
"60","CPN1_WHEIGHT1","cpn1_wheight1",303,"Woman's length CPN 1 - 1st measurement","MISAME3_WIDE","Baseline / Enrolment","HTCM",NA,"Mother",290,"yes"
"61","CPN1_WHEIGHT2","cpn1_wheight2",304,"Woman's length CPN 1 - 2nd measurement","MISAME3_WIDE","Baseline / Enrolment","HTCM",NA,"Mother",290,"yes"
"62","CPN1_WHEIGHT3","cpn1_wheight3",305,"Woman's length CPN 1 - 3rd measurement","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"83","CPN1_WWEIGHT1","cpn1_wweight1",306,"Woman's weight CPN 1 - 1st measurement","MISAME3_WIDE","Baseline / Enrolment","WTKG",NA,"Mother",290,"yes"
"84","CPN1_WWEIGHT2","cpn1_wweight2",307,"Woman's weight CPN 1 - 2nd measurement","MISAME3_WIDE","Baseline / Enrolment","WTKG",NA,"Mother",290,"yes"
"85","CPN1_WWEIGHT3","cpn1_wweight3",308,"Woman's weight CPN 1 - 3rd measurement","MISAME3_WIDE","Baseline / Enrolment","WTKG",NA,"Mother",0,"missing"
"64","CPN1_WMUAC1","cpn1_wmuac1",309,"Woman's MUAC CPN 1 - 1st measurement","MISAME3_WIDE","Baseline / Enrolment","MUACCM",NA,"Mother",290,"yes"
"65","CPN1_WMUAC2","cpn1_wmuac2",310,"Woman's MUAC CPN 1 - 2nd measurement","MISAME3_WIDE","Baseline / Enrolment","MUACCM",NA,"Mother",290,"yes"
"66","CPN1_WMUAC3","cpn1_wmuac3",311,"Woman's MUAC CPN 1 - 3rd measurement","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"21","CPN1_ANEMIA","cpn1_anemia",312,"Anemia","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"42","CPN1_MIDWIFE","cpn1_midwife",313,"Midwife","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"1353","SECTION_04","SECTION_04",314,"SECTION_04","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"102","CPN2_HIGHBP","cpn2_highbp",315,"High blood pressure- CPN 2","MISAME3_WIDE","Antenatal Care 2","CETERM",NA,"Mother",287,"no"
"87","CPN2_ALBUMINE","cpn2_albumine",316,"albumine- CPN 2","MISAME3_WIDE","Antenatal Care 2","CETERM",NA,"Mother",0,"missing"
"109","CPN2_TEMPERATURE","cpn2_temperature",317,"Temperature - CPN 2","MISAME3_WIDE","Antenatal Care 2","VSSTRESN","TEMP","Mother",287,"yes"
"106","CPN2_OEDEME","cpn2_oedeme",318,"Maternal edema- CPN2","MISAME3_WIDE","Antenatal Care 2","CETERM",NA,"Mother",287,"no"
"101","CPN2_HEMOGLOBINE","cpn2_hemoglobine",319,"Hemoglobine measured-CPN2","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"111","CPN2_WHB","cpn2_whb",320,"Hemoglobin concentration- CPN2","MISAME3_WIDE","Antenatal Care 2","LBSTRESN","HGB","Mother",0,"missing"
"98","CPN2_FETALHEART","cpn2_fetalheart",321,"Fetal heartbeat- CPN 2","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"99","CPN2_FETALHEARTFREQ","cpn2_fetalheartfreq",322,"Fetal heart beat frequency- CPN 2","MISAME3_WIDE","Antenatal Care 2","VSSTRESN","FHR","Child",37,"yes"
"100","CPN2_FETALMOUV","cpn2_fetalmouv",323,"Actif Fetal Mouvement- CPN 2","MISAME3_WIDE","Antenatal Care 2","VSSTRESN","FM","Child",287,"yes"
"108","CPN2_SP","cpn2_sp",324,"Malaria prevention- CPN 2","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"105","CPN2_NB_SP","cpn2_nb_sp",325,"Number of times taken SP- CPN 2","MISAME3_WIDE","Antenatal Care 2","CMTRT",NA,"Mother",10,"no"
"93","CPN2_DATE_SP","cpn2_date_sp",326," Date SP taken- CPN 2","MISAME3_WIDE","Antenatal Care 2","AGEDAYS",NA,"Mother",10,"yes"
"90","CPN2_CPN_SP","cpn2_cpn_sp",327,"Received SP precious ANC- CPN 2","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"91","CPN2_CPNACT_SP","cpn2_cpnact_sp",328,"Received SP current ANC- CPN 2","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"86","CPN2_ALB","cpn2_alb",329,"Received deworming- CPN 2","MISAME3_WIDE","Antenatal Care 2","CMTRT",NA,"Mother",287,"no"
"92","CPN2_DATE_ALB","cpn2_date_alb",330,"Date receiving deworming- CPN 2","MISAME3_WIDE","Antenatal Care 2","AGEDAYS",NA,"Mother",0,"missing"
"88","CPN2_CAMP_ALB","cpn2_camp_alb",331,"Received deworming during campaign- CPN 2","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"89","CPN2_CPN_ALB","cpn2_cpn_alb",332,"Received deworming at current ANC- CPN 2","MISAME3_WIDE","Antenatal Care 2","CMTRT",NA,"Mother",287,"no"
"103","CPN2_INTERVIEW__STATUS","cpn2_interview__status",333,"Status of the interview- CPN 2","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"95","CPN2_DATECPN","cpn2_datecpn",334,"CPN date","MISAME3_WIDE","Antenatal Care 2","AGEDAYS",NA,NA,287,"yes"
"96","CPN2_DATESP","cpn2_datesp",335,"Date SP (malaria prophylaxis) taken- CPN 2","MISAME3_WIDE",NA,NA,NA,NA,10,"missing"
"94","CPN2_DATEALB","cpn2_datealb",336,"Date deworming (albendazole) taken- CPN 2","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"110","CPN2_TIMECPN","cpn2_timecpn",337,"CPN visit time-CPN 2","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"97","CPN2_DBP","cpn2_dbp",338,"Diatelic blood pressure- CPN 2","MISAME3_WIDE","Antenatal Care 2","VSSTRESN","DIABP","Mother",287,"yes"
"107","CPN2_SBP","cpn2_sbp",339,"Systolic blood pressure- CPN 2","MISAME3_WIDE","Antenatal Care 2","VSSTRESN","SYSBP","Mother",287,"yes"
"115","CPN2_WWEIGHT1","cpn2_wweight1",340,"Woman's weight CPN 2- 1st measurement","MISAME3_WIDE","Antenatal Care 2","WTKG",NA,"Mother",287,"yes"
"116","CPN2_WWEIGHT2","cpn2_wweight2",341,"Woman's weight CPN 2- 2nd measurement","MISAME3_WIDE","Antenatal Care 2","WTKG",NA,"Mother",287,"yes"
"117","CPN2_WWEIGHT3","cpn2_wweight3",342,"Woman's weight CPN 2- 3rd measurement","MISAME3_WIDE","Antenatal Care 2","WTKG",NA,"Mother",0,"missing"
"112","CPN2_WMUAC1","cpn2_wmuac1",343,"Woman's MUAC CPN 2- 1st measurement","MISAME3_WIDE","Antenatal Care 2","MUACCM",NA,"Mother",287,"yes"
"113","CPN2_WMUAC2","cpn2_wmuac2",344,"Woman's MUAC CPN 2- 2nd measurement","MISAME3_WIDE","Antenatal Care 2","MUACCM",NA,"Mother",287,"yes"
"114","CPN2_WMUAC3","cpn2_wmuac3",345,"Woman's MUAC CPN 2- 3rd measurement","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"104","CPN2_MIDWIFE","cpn2_midwife",346,"Midwife","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
