"","VARNAME","variable_original","seq_original","label_original","MEMNAME","VISIT_ddf","TARGETVR_ddf","TESTCD_ddf","RELTIVE_ddf","N_ddf","Matched_Full"
"352","CHILD_97326_MODIFIED","CHILD_97326_modified",26,"Ever had treatment for asthma Have had treatment for asthma or wheezing in the last 12 months (Derived from CHILD.97325 and CHILD.97326: If Yes, have you had any treatment for asthma or wheezing in the last 12 months?)","CHILD_METADATA_ALL","Prenatal 18W","CMTRT",NA,"Mother",3263,"no"
"353","CHILD_97334","CHILD_97334",27,"Have you ever had hayfever symptoms?","CHILD_METADATA_ALL","Prenatal 18W","CETERM",NA,"Mother",3263,"no"
"354","CHILD_97335","CHILD_97335",28,"Have you ever had skin allergy symptoms (ECZEMA, HIVES, ALLERGIC RASH)?","CHILD_METADATA_ALL","Prenatal 18W","CETERM",NA,"Mother",3263,"no"
"355","CHILD_97336","CHILD_97336",29,"Have you ever had allergies to pollen, grasses, weeds, trees?","CHILD_METADATA_ALL","Prenatal 18W","CETERM",NA,"Mother",3263,"no"
"356","CHILD_97337","CHILD_97337",30,"Ever had drug allergy Drug allergy ever?","CHILD_METADATA_ALL","Prenatal 18W","CETERM",NA,"Mother",3263,"no"
"357","CHILD_97339","CHILD_97339",31,"Ever had insect allergy Insect allergy ever?","CHILD_METADATA_ALL","Prenatal 18W","CETERM",NA,"Mother",3263,"no"
"358","CHILD_97341","CHILD_97341",32,"Food allergy ever?","CHILD_METADATA_ALL","Prenatal 18W","CETERM",NA,"Mother",3263,"no"
"359","CHILD_97350","CHILD_97350",33,"Pet allergy ever?","CHILD_METADATA_ALL","Prenatal 18W","CETERM",NA,"Mother",3263,"no"
"360","CHILD_97355","CHILD_97355",34,"Other allergies you have ever had Other allergies ever (not mentioned above)?","CHILD_METADATA_ALL","Prenatal 18W","CETERM",NA,"Mother",3263,"no"
"361","CHILD_97447","CHILD_97447",35,"What is your marital status?","CHILD_METADATA_ALL",NA,"MMARIT, MMARITN",NA,NA,3263,"yes"
"323","CHILD_144157","CHILD_144157",36,"Date/age at time of questionnaire completion Date (month and year)","CHILD_METADATA_ALL","Prenatal 18W","AGEDAYS",NA,NA,3263,"yes"
"329","CHILD_147348","CHILD_147348",37,"Date/age at time of questionnaire completion Subject s age at questionnaire completion (gestational weeks)","CHILD_METADATA_ALL","Prenatal 18W","GAGEDAYS",NA,NA,3263,"yes"
"59","CHILD_108718","CHILD_108718",38,"How many people live in your home? Adults","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESN","NADULT",NA,3263,"yes"
"60","CHILD_108719","CHILD_108719",39,"How many people live in your home? Children","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESN","NCHLD",NA,3263,"yes"
"61","CHILD_108737","CHILD_108737",40,"How many bedrooms are there in your home? (including in basement if it is your living space)","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESN","NBEDROOM",NA,3263,"yes"
"62","CHILD_108739","CHILD_108739",41,"What type of fuel heats your home? Gas/Propane","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESC","COOKFUEL",NA,3263,"yes"
"63","CHILD_108740","CHILD_108740",42,"What type of fuel heats your home? Oil","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESC","COOKFUEL",NA,3263,"yes"
"64","CHILD_108741","CHILD_108741",43,"What type of fuel heats your home? Electric","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESC","COOKFUEL",NA,3263,"yes"
"65","CHILD_108742","CHILD_108742",44,"What type of fuel heats your home? Wood/Pellet","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESC","COOKFUEL",NA,3263,"yes"
"66","CHILD_108743","CHILD_108743",45,"What type of fuel heats your home? Don t know","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"67","CHILD_108744","CHILD_108744",46,"What type of fuel heats your home? Other","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"68","CHILD_108745","CHILD_108745",47,"What type of fuel heats your home? If other type of fuel, specify:","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESC","COOKFUEL",NA,3263,"yes"
"69","CHILD_108759","CHILD_108759",48,"Wood burning stove or fireplace: How often do you use a wood burning stove or fireplace:","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESC","WDSTVFRQ",NA,3263,"yes"
"70","CHILD_108760","CHILD_108760",49,"Wood burning stove or fireplace: If used, how many days supply of wood do you store inside your home?","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESC","WOODSTOR",NA,3263,"yes"
"71","CHILD_108777","CHILD_108777",50,"Stove used for cooking What kind of STOVE do you cook on?","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESC","COOKSTOV",NA,3263,"yes"
"72","CHILD_108778","CHILD_108778",51,"Stove used for cooking If other kind of stove, specify:","CHILD_METADATA_ALL","Prenatal 18W","SSSTRESC","COOKSTOV",NA,3263,"yes"
"319","CHILD_144069","CHILD_144069",52,"Date/age at time of questionnaire completion Date (month and year)","CHILD_METADATA_ALL","Prenatal 18W","AGEDAYS",NA,NA,3263,"yes"
"426","MOTHER_AGE_CHILD_BIRTHY","mother_age_child_birthY",53,"Maternal age at child birth (age in years)","CHILD_METADATA_ALL",NA,"MAGE",NA,NA,3263,"yes"
"423","CHILDBIRTHM","childbirthM",54,"Child s birth month","CHILD_METADATA_ALL","Birth CBIR","BRTHWEEK, GFSTRESC","DOB","Child",3263,"yes"
"424","CHILDBIRTHY","childbirthY",55,"Child s birth year","CHILD_METADATA_ALL",NA,"BRTHYR",NA,NA,3263,"yes"
"73","CHILD_113694","CHILD_113694",56,"Baby s sex","CHILD_METADATA_ALL",NA,"SEX, SEXN",NA,NA,3263,"yes"
"74","CHILD_113695","CHILD_113695",57,"Total number of pregnancies, including present pregnancy (Gravida)","CHILD_METADATA_ALL",NA,"GRAVIDA",NA,NA,3263,"yes"
"75","CHILD_113696","CHILD_113696",58,"Term deliveries","CHILD_METADATA_ALL",NA,"LVBRTHHX, NLIVBRTH",NA,NA,3263,"yes"
"76","CHILD_113697","CHILD_113697",59,"Preterm deliveries","CHILD_METADATA_ALL",NA,"LVBRTHHX, PREMIEHX, PRETRMHX, NLIVBRTH",NA,NA,3263,"yes"
"77","CHILD_113698","CHILD_113698",60,"Abortions (both surgical abortions and miscarriages)","CHILD_METADATA_ALL",NA,"ABORTHX, NABT",NA,NA,3263,"yes"
"78","CHILD_113699","CHILD_113699",61,"Living children","CHILD_METADATA_ALL",NA,"NLCHILD",NA,NA,3263,"yes"
"79","CHILD_113700","CHILD_113700",62,"What conditions did the mother have pre-labour? Bleeding","CHILD_METADATA_ALL","Birth CBIR","CETERM",NA,"Mother",3263,"no"
"80","CHILD_113701","CHILD_113701",63,"What conditions did the mother have pre-labour? Nausea","CHILD_METADATA_ALL","Birth CBIR","CETERM",NA,"Mother",3263,"no"
"81","CHILD_113702","CHILD_113702",64,"What conditions did the mother have pre-labour? Infections","CHILD_METADATA_ALL","Birth CBIR","CETERM",NA,"Mother",3263,"no"
"82","CHILD_113703","CHILD_113703",65,"What conditions did the mother have pre-labour? Pregnancy Induced hypertension (preeclampsia)","CHILD_METADATA_ALL","Birth CBIR","CETERM",NA,"Mother",3263,"no"
"83","CHILD_113704","CHILD_113704",66,"What conditions did the mother have pre-labour? Gestational Diabetes","CHILD_METADATA_ALL","Birth CBIR","CETERM",NA,"Mother",3263,"no"
"84","CHILD_113705","CHILD_113705",67,"What conditions did the mother have pre-labour? Cardiac Disorder","CHILD_METADATA_ALL","Birth CBIR","CETERM",NA,"Mother",3263,"no"
"85","CHILD_113706","CHILD_113706",68,"What conditions did the mother have pre-labour? Hypertension","CHILD_METADATA_ALL","Birth CBIR","CETERM",NA,"Mother",3263,"no"
"86","CHILD_113707","CHILD_113707",69,"What conditions did the mother have pre-labour? Hypotension","CHILD_METADATA_ALL","Birth CBIR","CETERM",NA,"Mother",3263,"no"
"87","CHILD_113708","CHILD_113708",70,"What conditions did the mother have pre-labour? Not recorded","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"88","CHILD_113709","CHILD_113709",71,"What conditions did the mother have pre-labour? None","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"89","CHILD_113710","CHILD_113710",72,"What conditions did the mother have pre-labour? Other","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"90","CHILD_113711","CHILD_113711",73,"What conditions did the mother have pre-labour? If other, specify","CHILD_METADATA_ALL","Birth CBIR","CETERM",NA,"Mother",3263,"no"
"91","CHILD_113728","CHILD_113728",74,"Method of delivery Indicate method of delivery","CHILD_METADATA_ALL",NA,"DELIVERY, CSECTYN",NA,NA,3263,"yes"
"92","CHILD_113729","CHILD_113729",75,"Method of delivery If other, specify","CHILD_METADATA_ALL",NA,"DELIVERY, CSECTYN",NA,NA,3263,"yes"
"93","CHILD_113749","CHILD_113749",76,"Antibiotics during delivery Antibiotics given?","CHILD_METADATA_ALL","Birth CBIR","CMTRT",NA,"Mother",3263,"no"
"94","CHILD_113781","CHILD_113781",77,"Pregnancy outcome","CHILD_METADATA_ALL",NA,"PREGOUT, DEAD, CAUSEDTH",NA,NA,3263,"yes"
"95","CHILD_113787","CHILD_113787",78,"Birth weight (grams)","CHILD_METADATA_ALL","Birth CBIR","BIRTHWT, WTKG",NA,NA,3263,"yes"
"96","CHILD_113788","CHILD_113788",79,"Gestational Age at delivery: Weeks","CHILD_METADATA_ALL",NA,"GAGEBRTH, GAGERW",NA,NA,3263,"yes"
"97","CHILD_113789","CHILD_113789",80,"Gestational Age at delivery: Days","CHILD_METADATA_ALL",NA,"GAGEBRTH, GAGERW",NA,NA,3263,"yes"
"98","CHILD_113790","CHILD_113790",81,"Birth length (cm)","CHILD_METADATA_ALL","Birth CBIR","BIRTHLEN, LENCM",NA,NA,3263,"yes"
"99","CHILD_113791","CHILD_113791",82,"Birth head circumference (cm)","CHILD_METADATA_ALL","Birth CBIR","BIRTHHC, HCIRCM",NA,NA,3263,"yes"
"100","CHILD_113824","CHILD_113824",83,"Breast feeding baby in hospital Was the mother breast feeding in the hospital?","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"101","CHILD_113825","CHILD_113825",84,"Breast feeding baby in hospital If no, reason for not breast feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"102","CHILD_113826","CHILD_113826",85,"Were any supplements given to baby in hospital?","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"308","CHILD_143537","CHILD_143537",86,"Date/age at time of questionnaire completion Date (month and year)","CHILD_METADATA_ALL","Birth CBIR","AGEDAYS",NA,NA,3263,"yes"
"327","CHILD_146892","CHILD_146892",87,"Date/age at time of questionnaire completion Subject s age at questionnaire completion (gestational weeks)","CHILD_METADATA_ALL","Birth CBIR","AGEDAYS, GAGEDAYS",NA,NA,3263,"yes"
"328","CHILD_146894","CHILD_146894",88,"Date/age at time of questionnaire completion Mother s age at questionnaire completion (years)","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"395","CHILD_D1809","CHILD_D1809",89,"Was child fed any formula while in hospital? (Questionnaire   Chart Review) Infant feeding","CHILD_METADATA_ALL","Birth CBIR","FORMLKFL",NA,NA,3263,"yes"
"396","CHILD_D1810","CHILD_D1810",90,"Was infant breastfed at all while in hospital? (Questionnaire   Chart Review) Infant feeding","CHILD_METADATA_ALL","Birth CBIR","BFEDFL",NA,NA,3263,"yes"
"397","CHILD_D1811","CHILD_D1811",91,"Breastfeeding status while in hospital Infant feeding","CHILD_METADATA_ALL","Birth CBIR","BFEDFL, EXBFEDFL, FORMLKFL",NA,NA,3263,"yes"
"414","CHILD_D1828","CHILD_D1828",92,"Was child exclusively breastfed while in hospital? Infant feeding","CHILD_METADATA_ALL","Birth CBIR","EXBFEDFL",NA,NA,3263,"yes"
"419","CHILD_D1833","CHILD_D1833",93,"Any record of breastfeeding in hospital? (From the CHILD birth questionnaire) Infant feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"420","CHILD_D1834","CHILD_D1834",94,"Any record of formula feeding in hospital? (From the CHILD birth questionnaire) Infant feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"421","CHILD_D1835","CHILD_D1835",95,"Any record of breastfeeding in hospital? (From the chart review of Manitoba CHILD study participants) Infant feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"422","CHILD_D1836","CHILD_D1836",96,"Any record of formula feeding in hospital? (From the chart review of Manitoba CHILD study participants) Infant feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"425","EXACT_AGE_YEARS","exact_age_years",97,"Infant age at milk sample collection (age in years)","CHILD_METADATA_ALL","3M BM Collection","AGEDAYS, GFSTRESC","BMSAMCOL","Mother",3263,"yes"
"122","CHILD_11685","CHILD_11685",98,"Baby s weight (kg)","CHILD_METADATA_ALL","3 Months FU","WTKG",NA,NA,3263,"yes"
"123","CHILD_11686","CHILD_11686",99,"Baby s length (cm)","CHILD_METADATA_ALL","3 Months FU","LENCM",NA,NA,3263,"yes"
"124","CHILD_11687","CHILD_11687",100,"Baby s head circumference (cm)","CHILD_METADATA_ALL","3 Months FU","HCIRCM",NA,NA,3263,"yes"
"125","CHILD_11690","CHILD_11690",101,"How old was baby when s/he started the first cold? (weeks)","CHILD_METADATA_ALL","3 Months FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"126","CHILD_11691","CHILD_11691",102,"How long did the first cold last?","CHILD_METADATA_ALL","3 Months FU","CEDUR",NA,"Child",3263,"no"
"127","CHILD_11692","CHILD_11692",103,"What symptoms did baby have during the first cold? Cough","CHILD_METADATA_ALL","3 Months FU","CETERM",NA,"Child",3263,"no"
"128","CHILD_11694","CHILD_11694",104,"What symptoms did baby have during the first cold? Vomiting","CHILD_METADATA_ALL","3 Months FU","CETERM, VOMFL",NA,"Child",3263,"no"
"129","CHILD_11697","CHILD_11697",105,"What symptoms did baby have during the first cold? Diarrhea","CHILD_METADATA_ALL","3 Months FU","CETERM, DIARFL",NA,"Child",3263,"no"
"130","CHILD_11699","CHILD_11699",106,"What symptoms did baby have during the first cold? Fever","CHILD_METADATA_ALL","3 Months FU","CETERM",NA,"Child",3263,"no"
"131","CHILD_11705","CHILD_11705",107,"How old was baby when s/he started the second cold? (weeks)","CHILD_METADATA_ALL","3 Months FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"137","CHILD_11706","CHILD_11706",108,"How long did the second cold last?","CHILD_METADATA_ALL","3 Months FU","CEDUR",NA,"Child",3263,"no"
"139","CHILD_11707","CHILD_11707",109,"What symptoms did baby have during the second cold? Cough","CHILD_METADATA_ALL","3 Months FU","CETERM",NA,"Child",3263,"no"
"140","CHILD_11709","CHILD_11709",110,"What symptoms did baby have during the second cold? Vomiting","CHILD_METADATA_ALL","3 Months FU","CETERM, VOMFL",NA,"Child",3263,"no"
"141","CHILD_11712","CHILD_11712",111,"What symptoms did baby have during the second cold? Diarrhea","CHILD_METADATA_ALL","3 Months FU","CETERM, DIARFL",NA,"Child",3263,"no"
"149","CHILD_11714","CHILD_11714",112,"What symptoms did baby have during the second cold? Fever","CHILD_METADATA_ALL","3 Months FU","CETERM",NA,"Child",3263,"no"
"150","CHILD_11720","CHILD_11720",113,"How old was baby when s/he started the third cold? (weeks)","CHILD_METADATA_ALL","3 Months FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"151","CHILD_11721","CHILD_11721",114,"How long did the third cold last?","CHILD_METADATA_ALL","3 Months FU","CEDUR",NA,"Child",3263,"no"
"152","CHILD_11722","CHILD_11722",115,"What symptoms did baby have during the third cold? Cough","CHILD_METADATA_ALL","3 Months FU","CETERM",NA,"Child",3263,"no"
"153","CHILD_11724","CHILD_11724",116,"What symptoms did baby have during the third cold? Vomiting","CHILD_METADATA_ALL","3 Months FU","CETERM, VOMFL",NA,"Child",3263,"no"
"154","CHILD_11727","CHILD_11727",117,"What symptoms did baby have during the third cold? Diarrhea","CHILD_METADATA_ALL","3 Months FU","CETERM, DIARFL",NA,"Child",3263,"no"
"155","CHILD_11729","CHILD_11729",118,"What symptoms did baby have during the third cold? Fever","CHILD_METADATA_ALL","3 Months FU","CETERM",NA,"Child",3263,"no"
"156","CHILD_11755","CHILD_11755",119,"Coughing without a cold Has baby had any coughing episodes WITHOUT a cold since birth?","CHILD_METADATA_ALL","3 Months FU","CETERM",NA,"Child",3263,"no"
"157","CHILD_11756_MODIFIED","CHILD_11756_modified",120,"Coughing without a cold Cough episodes without a cold since birth (Derived from CHILD.11755 and CHILD.11756: If Yes, how many episodes?)","CHILD_METADATA_ALL","3 Months FU","NUMEPI",NA,"Child",3263,"no"
"158","CHILD_11757","CHILD_11757",121,"How old was baby when the FIRST coughing episode since birth started? (weeks)","CHILD_METADATA_ALL","3 Months FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"159","CHILD_11758","CHILD_11758",122,"How long did the first coughing episode last?","CHILD_METADATA_ALL","3 Months FU","CEDUR",NA,"Child",3263,"no"
"160","CHILD_11759","CHILD_11759",123,"How old was baby when the SECOND coughing episode since birth started? (weeks)","CHILD_METADATA_ALL","3 Months FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"161","CHILD_11760","CHILD_11760",124,"How long did the second coughing episode last?","CHILD_METADATA_ALL","3 Months FU","CEDUR",NA,"Child",3263,"no"
"162","CHILD_11763","CHILD_11763",125,"Occurrence of fever Has baby ever had a fever since birth?","CHILD_METADATA_ALL","3 Months FU","CETERM",NA,"Child",3263,"no"
"163","CHILD_11764_MODIFIED","CHILD_11764_modified",126,"Occurrence of fever Length (hr) of worst fever since birth, 0 if no fever since birth (Derived from CHILD.11763 and CHILD.11764: If Yes, how long did the WORST fever last?)","CHILD_METADATA_ALL","3 Months FU","CEDUR",NA,"Child",3263,"no"
"164","CHILD_11765","CHILD_11765",127,"Highest fever temperature Did you record the highest fever temperature?","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"165","CHILD_11766","CHILD_11766",128,"Highest fever temperature If Yes, what was the highest fever temperature recorded? (celsius)","CHILD_METADATA_ALL","3 Months FU","VSSTRESN","TEMP","Child",3263,"yes"
"166","CHILD_11767","CHILD_11767",129,"Highest fever temperature What was the fever thought to be due to?","CHILD_METADATA_ALL","3 Months FU","CECMT",NA,"Child",3263,"no"
"168","CHILD_11800","CHILD_11800",130,"What symptoms did baby have with the allergic reaction to food? Vomiting","CHILD_METADATA_ALL","3 Months FU","CETERM, DIARFL",NA,"Child",3263,"no"
"169","CHILD_11803","CHILD_11803",131,"What symptoms did baby have with the allergic reaction to food? Diarrhea","CHILD_METADATA_ALL","3 Months FU","CETERM, VOMFL",NA,"Child",3263,"no"
"170","CHILD_11840","CHILD_11840",132,"Hospital admissions/stays Has baby had any hospital admissions/stays since birth?","CHILD_METADATA_ALL","3 Months FU","HOTERM",NA,"Child",3263,"no"
"171","CHILD_11841","CHILD_11841",133,"Hospital admissions/stays How many hospital admissions/stays?","CHILD_METADATA_ALL","3 Months FU","HOCMT",NA,"Child",3263,"no"
"172","CHILD_11842","CHILD_11842",134,"What was the reason(s) for these hospital stay(s)? Bad cold","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"173","CHILD_11843","CHILD_11843",135,"What was the reason(s) for these hospital stay(s)? Fever","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"174","CHILD_11844","CHILD_11844",136,"What was the reason(s) for these hospital stay(s)? Rash","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"175","CHILD_11845","CHILD_11845",137,"What was the reason(s) for these hospital stay(s)? Wheezing episode","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"176","CHILD_11846","CHILD_11846",138,"What was the reason(s) for these hospital stay(s)? Ear infection","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"177","CHILD_11847","CHILD_11847",139,"What was the reason(s) for these hospital stay(s)? Allergy","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"178","CHILD_11848","CHILD_11848",140,"What was the reason(s) for these hospital stay(s)? Asthma attack","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"179","CHILD_11849","CHILD_11849",141,"What was the reason(s) for these hospital stay(s)? Chest infection","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"180","CHILD_11850","CHILD_11850",142,"What was the reason(s) for these hospital stay(s)? Accident","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"181","CHILD_11851","CHILD_11851",143,"What was the reason(s) for these hospital stay(s)? Coughing episode","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"182","CHILD_11852","CHILD_11852",144,"What was the reason(s) for these hospital stay(s)? Other illness(es)","CHILD_METADATA_ALL","3 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"183","CHILD_11854","CHILD_11854",145,"How long was the longest hospital stay?","CHILD_METADATA_ALL","3 Months FU","HODUR",NA,"Child",3263,"no"
"184","CHILD_11855","CHILD_11855",146,"What procedures were performed on baby during any hospital stay(s) since birth? Intubation (breathing tube)","CHILD_METADATA_ALL","3 Months FU","PRTRT",NA,"Child",3263,"no"
"185","CHILD_11856","CHILD_11856",147,"What procedures were performed on baby during any hospital stay(s) since birth? Blood tests","CHILD_METADATA_ALL","3 Months FU","PRTRT",NA,"Child",3263,"no"
"186","CHILD_11857","CHILD_11857",148,"What procedures were performed on baby during any hospital stay(s) since birth? Facemask or puffer for giving medicine","CHILD_METADATA_ALL","3 Months FU","PRTRT",NA,"Child",3263,"no"
"187","CHILD_11858","CHILD_11858",149,"What procedures were performed on baby during any hospital stay(s) since birth? Intravenous fluids","CHILD_METADATA_ALL","3 Months FU","PRTRT",NA,"Child",3263,"no"
"188","CHILD_11859","CHILD_11859",150,"What procedures were performed on baby during any hospital stay(s) since birth? Oxygen","CHILD_METADATA_ALL","3 Months FU","PRTRT",NA,"Child",3263,"no"
"189","CHILD_11860","CHILD_11860",151,"What procedures were performed on baby during any hospital stay(s) since birth? Other","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"190","CHILD_11861","CHILD_11861",152,"What procedures were performed on baby during any hospital stay(s) since birth? If Other, specify:","CHILD_METADATA_ALL","3 Months FU","PRTRT",NA,"Child",3263,"no"
"191","CHILD_11862","CHILD_11862",153,"Was your baby in the intensive care unit during ANY hospital stays?","CHILD_METADATA_ALL","3 Months FU","HOTERM",NA,"Child",3263,"no"
"192","CHILD_11863","CHILD_11863",154,"Colds, coughs, and wheezing during hospital stays Were any hospital stay(s) associated with colds, coughs, or wheezing?","CHILD_METADATA_ALL","3 Months FU","HOTERM",NA,"Child",3263,"no"
"193","CHILD_11864_MODIFIED","CHILD_11864_modified",155,"Colds, coughs, and wheezing during hospital stays Number of hospital stay(s) since birth associated with colds, coughs, or wheezing (Derived from CHILD.11863 and CHILD.11864: If Yes, how many stays?)","CHILD_METADATA_ALL","3 Months FU","HOCMT",NA,"Child",3263,"no"
"314","CHILD_143657","CHILD_143657",156,"Date/age at time of questionnaire completion Date (month and year)","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"331","CHILD_150610","CHILD_150610",157,"Date/age at time of questionnaire completion What is TODAY S DATE?","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
