VarName,label,Longitudinal.,IMiC_dataset,VITAL.LACTATION,ELICIT,MISAME.3,CHILD,SDTM_mapped,datlabel,VarSubCategory,NEW,variable_original_MISAME,label_original_MISAME,VISIT_MISAME,variable_original_ELICIT,label_original_ELICIT,VISIT_ELICIT,variable_original_CHILD,label_original_CHILD,VISIT_CHILD,variable_original_VITAL.L,label_original_VITAL.L,VISIT_VITAL.L
COOKFUEL,Type of cooking fuel,no,no,1,0,1,1,yes,Subject Socioeconomic Status,NA,NA,incl_hhencook,Energy for cooking HH,Baseline / Enrolment,NA,NA,NA,CHILD_108739; CHILD_108740; CHILD_108741; CHILD_108742; CHILD_108745; CHILD_116591; CHILD_116592; CHILD_116593; CHILD_116594; CHILD_116595; CHILD_116597; CHILD_117132; CHILD_117133; CHILD_117134; CHILD_117135; CHILD_117136; CHILD_117138,"What type of fuel heats your home? Gas/Propane; What type of fuel heats your home? Oil; What type of fuel heats your home? Electric; What type of fuel heats your home? Wood/Pellet; What type of fuel heats your home? If other type of fuel, specify:; What type of fuel heats your home? Gas/Propane; What type of fuel heats your home? Wood/Pellet; What type of fuel heats your home? Oil; What type of fuel heats your home? Other; What type of fuel heats your home? Electric; What type of fuel heats your home? If Other type of fuel, specify:; What type of fuel heats your home? Gas/Propane; What type of fuel heats your home? Wood/Pellet; What type of fuel heats your home? Oil; What type of fuel heats your home? Other; What type of fuel heats your home? Electric; What type of fuel heats your home? If Other type of fuel, specify:",Prenatal 18W; Prenatal 18W; Prenatal 18W; Prenatal 18W; Prenatal 18W; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 1 Year FU; 1 Year FU; 1 Year FU; 1 Year FU; 1 Year FU; 1 Year FU,crf3b_q10,Type fuel is used for cooking in this house?,Baseline
COOKSTOV,Type of cooking stove,yes,no,0,0,0,1,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,CHILD_108777; CHILD_108778; CHILD_116517; CHILD_116518; CHILD_116519; CHILD_116521; CHILD_117056; CHILD_117057; CHILD_117058; CHILD_117060,"Stove used for cooking What kind of STOVE do you cook on?; Stove used for cooking If other kind of stove, specify:; If Yes, what type of cooking appliance(s) do you have? Gas/Propane stove; If Yes, what type of cooking appliance(s) do you have? Wood burning stove; If Yes, what type of cooking appliance(s) do you have? Electric stove; If Yes, what type of cooking appliance(s) do you have? If other, specify; If Yes, what type of cooking appliance(s) do you have? Gas/Propane stove/oven; If Yes, what type of cooking appliance(s) do you have? Wood burning stove/oven; If Yes, what type of cooking appliance(s) do you have? Electric stove/oven; If Yes, what type of cooking appliance(s) do you have? If other cooking appliance, specify:",Prenatal 18W; Prenatal 18W; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 1 Year FU; 1 Year FU; 1 Year FU; 1 Year FU,NA,NA,NA
COOKUT,Cooking utensils,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhcooktools,nr of cooking utensils,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
COW,Cow,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhcow,nr of cows,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUPS,Cups,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhcup,nr of cups,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
EQUINE,Donkeys and horses,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhdonkeyhorse,nr of donkeys and horses,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLOORAGE,Age of floor in child's most used rooms,yes,no,0,0,0,1,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,CHILD_102810,Age of floor in child s most-used living space,3 Months FU,NA,NA,NA
FRIG,Refrigerator,no,no,0,1,0,0,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,CEF_REFRIGERATOR,Does the household own a refrigerator?,Enrolment Visit,NA,NA,NA,NA,NA,NA
FURNACE,Household has furnace,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhfurnaceY,Household has furnace,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOAT,Goats,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhgoat,nr of goats,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUINEAFL,Guinea fowl,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhquinea,nr of guinea fowl,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2OCAN,Watering can,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhwateringcan,nb of watering cans,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2ODIS,Distance to drinking water,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hht_water,Time to water source,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2OLOC,Location of water source,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhl_water,Location principal water source,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2OSRC,Water source,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhwater; incl_hhwater_tap; incl_hhwater_pit,Water source; Type of tap for water; Type of water pit,Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2OSRCC,Source of cooking water,no,no,1,0,0,0,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crf3b_q16,Source of water for cooking and hand washing etc?,Baseline
H2OTIME,Time to retrieve water,no,no,0,1,0,0,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,CEF_WALK_10MINS_PRIM_WATERSRC,Do they have to walk more than 10 minutes to get to the primary water source?,Enrolment Visit,NA,NA,NA,NA,NA,NA
H2OTRTP,Method treat drinking water,no,no,1,1,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhh2_water__1; incl_hhh2_water__2; incl_hhh2_water__3; incl_hhh2_water__4; incl_hhh2_water__5; incl_hhh2_water__6; incl_hhh2_water__7; incl_hhh2_water__88; incl_hhh2_water__99,Water treatment options: boiling; Water treatment options: add bleach / chlorine; Water treatment options: sprinkle cement on the surface of the water; Water treatment options: filter it through a cloth; Water treatment options: use a filter (ceramic / sand / composite / etc.); Water treatment options: solar disinfection; Water treatment options: let it rest; Water treatment options: other; Water treatment options: don't know,Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment,CEF_TREAT_WATER; CEF_TREAT_WATER_HOW,"Do they treat their water in any way to make it safer to drink?  If no, proceed to question 17.; What does the family usually   do to the water to make it safer to   drink?",Enrolment Visit; Enrolment Visit,NA,NA,NA,crf3b_q15,Technique which is use to make water suitable for drinking?,Baseline
H2OUNTRT,Drinking un-treated water,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhh1_water,Water treatment,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2OWSHST,Water present at washing station,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhhyg_water,Observation: water present at washing station,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFCRCLOE,Limit food intake as no food?,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q5,Smaller meals,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFIASENF,No food to eat?,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q7,No food,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFIASFM,Fewer Meals-Not enough food?,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q6,Fewer meals,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFIASLF,How often eat limited variety of foods,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q3a,Frequency limited diversity,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFIASLV,Limited variety food-lack of resource?,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q3,Limited food diversity,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFIASNDF,No food night and day,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q9,No food night and day,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFIASNEF,Not have enough food?,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q1,Fear insufficient food,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFIASNFF,How often you worry not have enough food,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q1a,Frequency fear insufficient food,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFIASSH,Sleep Hungry-Not enough food?,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q8,To bed without eating,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFIASUDF,Undesirable food,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q4,Undesirable food,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFIASUF,Eat non-preferred food-Lack of resrc?,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q2,Not eating preferred foods,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HFRFSNFF,How often not able to eat preferred food,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_q2a,Frequency not eating preferred foods,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HHHSC,Household hunger score,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_score,Household Food Insecurity Access Scale (HFIAS) score,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HHHSCAT,Household hunger Score Category,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias,HFIA Category,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOUSE,House,yes,no,0,0,0,1,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,CHILD_98179,Does your family own or rent your house/apartment:,Prenatal 18W,NA,NA,NA
INCGOVT,Income from Government Sources,yes,no,0,0,0,1,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,CHILD_103870,"Family income Of this total income, approximately what percentage is derived from government sources?",Prenatal 18W,NA,NA,NA
INVERTER,Solar panel/Electric inverter,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhsolar,nr of solar panels or generators,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRONBOX,Iron Box,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhiron,nr of irons,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
JEWELRY,Jewelry,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhjewelry,nr of jewelry,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAMP,Lamp,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhlampY,Household has lamp,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGHTSRC,Source of Light,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhenlight,Energy for lightning,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
MATTRESS,Mattress,no,no,0,1,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhmatrasY,Household has matras,Baseline / Enrolment,CEF_HAVE_MATTRESS,Does the household have a mattress?,Enrolment Visit,NA,NA,NA,NA,NA,NA
MCYCLE,Motorcycle,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhmoto,nr de mobylettes/motos,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
MILLS,Mills,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhmill,nr of mills,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOBILE,Mobile phone,no,no,0,1,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhmob,nr of mobile phones,Baseline / Enrolment,CEF_MOBILE_TELEPHONE,Does the household own a mobile telephone?,Enrolment Visit,NA,NA,NA,NA,NA,NA
NADULT,Number of adults in the house,yes,no,0,0,0,1,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,CHILD_108718; CHILD_116212; CHILD_116747,How many people live in your home? Adults; How many people currently live in your home? Adults; How many people currently live in your home? Adults,Prenatal 18W; 3 Months FU; 1 Year FU,NA,NA,NA
NBEDROOM,Number of bedrooms,yes,no,0,0,0,1,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,CHILD_108737; CHILD_116211; CHILD_116746,How many bedrooms are there in your home? (including in basement if it is your living space); How many bedrooms are there in your home? (including in basement if it is your living space); How many bedrooms are there in your home? (including in basement if it is your living space),Prenatal 18W; 3 Months FU; 1 Year FU,NA,NA,NA
NCHLD,Number of children in the home,yes,no,0,0,0,1,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,CHILD_108719; CHILD_116213; CHILD_116748,How many people live in your home? Children; How many people currently live in your home? Children; How many people currently live in your home? Children,Prenatal 18W; 3 Months FU; 1 Year FU,NA,NA,NA
NCHLDLT5,Number of children <5 in house,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhchild5,Number of under five children in HH,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPERLAT,Total no of people who use the latrine,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhnr_toilet,nr of HH using these toilets,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICKAXE,Pickaxe,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhpickaxe,nr of pickaxes,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIGS,Pigs,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhpork,nr of pigs,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLOW,Plow,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhplow,nr of plows,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
POULTRY,Poultry,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhchicken,nr of poultry,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUMP,Irrigation pumps,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhmotorpomp,nr of motorpumps,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
RADIO,Radio,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhradioY,Household has radio,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAKE,Rake,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhrake,nr of rakes,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROOF,Type of roof over home,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhroof,Roof material HH,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
SANITATN,Type of sanitary facility,no,no,0,1,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhtoilet; incl_hhtoilet_fosse; incl_hhs_toilet,Toilet; Options pit; Sharing toilets with other HH,Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment,CEF_TOILET,What kind of toilet facility do members of the family usually use?,Enrolment Visit,NA,NA,NA,NA,NA,NA
SEEDER,Seeder,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhseeder,seeder,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEWING,Sewing machine,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhsewing,nr of sewing machines,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHEEP,Sheep,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhsheep,nr of sheep,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHOVEL,Shovel,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhshovel,nr of shovels,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
SICKLE,Sickle,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhsickle,nr of sickles,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOPWSHST,Soap present at washing station,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhhyg_soap,Observation: Soap present at washing station,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
STOVE,Stove,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhstoveY,Household has stove,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
TABLE,Table in the home,no,no,0,1,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhtableY,Household has table,Baseline / Enrolment,CEF_OWN_TABLE,Does the household own a table?,Enrolment Visit,NA,NA,NA,NA,NA,NA
TORCH,Torch,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhtorcheY,Household has torche,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRACTOR,Tractor,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhtractor,Nr of tractors,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
TV,Television,no,no,0,1,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhtvY,Household has tv,Baseline / Enrolment,CEF_TELEVISION,Does the household own a television?,Enrolment Visit,NA,NA,NA,NA,NA,NA
VCR,Video Cassette Recorder,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhvideoY,Household has video,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
WALL,Type walls in house,no,no,1,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhwall,Wall material HH,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,crf3b_q12,Material is used for the wall of the house?,Baseline
WATCH,Watch in the home,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhwatch,nr of watches,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBARROW,Wheel Barrow,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhbarrow,nr of barrows,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
WDSTVFRQ,How often wood burning stove used,yes,no,0,0,0,1,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,CHILD_108759,Wood burning stove or fireplace: How often do you use a wood burning stove or fireplace:,Prenatal 18W,NA,NA,NA
WOODSTOR,Wood supply stored in house,yes,no,0,0,0,1,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,CHILD_108760,"Wood burning stove or fireplace: If used, how many days supply of wood do you store inside your home?",Prenatal 18W,NA,NA,NA
FHR,Fetal Heart Rate (beats/min),yes,no,0,0,1,0,yes,Vital Signs,NA,NA,cpn2_fetalheartfreq; cpn3_fetalheartfreq; cpn4_fetalheartfreq,Fetal heart beat frequency- CPN 2; Fetal heart beat frequency- CPN 3; Fetal heart beat frequency- CPN 4,Antenatal Care 2; Antenatal Care 3; Antenatal Care 4,NA,NA,NA,NA,NA,NA,NA,NA,NA
FM,Fetal Movement,yes,no,0,0,1,0,yes,Vital Signs,NA,NA,cpn1_fetalmouv; cpn2_fetalmouv; cpn3_fetalmouv; cpn4_fetalmouv,Active fetal movement; Actif Fetal Mouvement- CPN 2; Actif Fetal Mouvement- CPN 3; Actif Fetal Mouvement- CPN 4,Baseline / Enrolment; Antenatal Care 2; Antenatal Care 3; Antenatal Care 4,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR_3,Heart Rate (beats/min) Physician Assessment Reading 1,yes,no,1,0,0,0,yes,Vital Signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_DIABP,Diastolic Blood Pressure (mmHg) (Mother),yes,no,0,0,1,0,yes,Vital Signs,NA,NA,cpn1_dbp; cpn2_dbp; cpn3_dbp; cpn4_dbp,Diatelic blood pressure; Diatelic blood pressure- CPN 2; Diatelic blood pressure- CPN 3; Diatelic blood pressure- CPN 4,Baseline / Enrolment; Antenatal Care 2; Antenatal Care 3; Antenatal Care 4,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_SYSBP,Systolic Blood Pressure (mmHg) (Mother),yes,no,0,0,1,0,yes,Vital Signs,NA,NA,cpn1_sbp; cpn2_sbp; cpn3_sbp; cpn4_sbp,Systolic blood pressure; Systolic blood pressure- CPN 2; Systolic blood pressure- CPN 3; Systolic blood pressure- CPN 4,Baseline / Enrolment; Antenatal Care 2; Antenatal Care 3; Antenatal Care 4,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_TEMP,Temperature (C) (Mother),yes,no,0,0,1,0,yes,Vital Signs,NA,NA,cpn1_temperature; cpn2_temperature; cpn3_temperature; cpn4_temperature,Temperature; Temperature - CPN 2; Temperature - CPN 3; Temperature - CPN 4,Baseline / Enrolment; Antenatal Care 2; Antenatal Care 3; Antenatal Care 4,NA,NA,NA,NA,NA,NA,NA,NA,NA
RESP_1,Respiratory Rate (breaths/min) Reading 1,yes,no,1,0,0,0,yes,Vital Signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RESP_2,Respiratory Rate (breaths/min) Reading 2,yes,no,1,0,0,0,yes,Vital Signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RESP_3,Respiratory Rate (breaths/min) Physician Assessment Reading 1,yes,no,1,0,0,0,yes,Vital Signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RESP_4,Respiratory Rate (breaths/min) Physician Assessment Reading 2,yes,no,1,0,0,0,yes,Vital Signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPO2_3,Oxygen Saturation (%) Physician Assessment Reading 1,yes,no,1,0,0,0,yes,Vital Signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEMP,Temperature (C),yes,no,0,0,1,1,yes,Vital Signs,NA,NA,pn_body_temp_1; pn_body_temp_2; pn_body_temp_3; pn_body_temp_4; pn_body_temp_5; pn_body_temp_6; pn_body_temp_9,Body temperature measured; Body temperature measured; Body temperature measured; Body temperature measured; Body temperature measured; Body temperature measured; Body temperature measured,Post Natal FU M01; Post Natal FU M02; Post Natal FU M03; Post Natal FU M04; Post Natal FU M05; Post Natal FU M06; Post Natal FU M09,NA,NA,NA,CHILD_11766; CHILD_11963; CHILD_12409,"Highest fever temperature If Yes, what was the highest fever temperature recorded? (celsius); Fever If Yes, what was the highest fever temperature recorded? (Celsuis); Fever in last 6 months If Yes, what was the highest fever temperature recorded? (Celsuis)",3 Months FU; 6 Months FU; 1 Year FU,crf3b_q75_a; crf3b_q75_b; crf11_q31a; crf11_q31b,Axillary temperature; Axillary temperature; Axillary temperature Reading 1; Axillary temperature Reading 2,Baseline; Baseline; Unscheduled; Unscheduled
TEMP_1,Auxillary Temperature (C) Reading 1,yes,no,1,0,0,0,yes,Vital Signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEMP_2,Auxillary Temperature (C) Reading 2,yes,no,1,0,0,0,yes,Vital Signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEMP_3,Auxillary Temperature (C) Physician Assessment Reading 1,yes,no,1,0,0,0,yes,Vital Signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEMP_4,Auxillary Temperature (C) Physician Assessment Reading 2,yes,no,1,0,0,0,yes,Vital Signs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEDUCYRS,Father's education (years),no,yes,0,0,0,1,yes,Parental Data,Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,CHILD_98185,Father s education How many years of education has your child s father had?,NA,NA,NA,NA
MEDUCYRS,Mother's education (years),no,yes,1,1,1,1,yes,Parental Data,Socioeconomic Status,NA,incl_wschool,Highest education achieved,NA,CEF_MOTHER_SCHOOL_YEARS,How many total years of school did the mother attend?,NA,CHILD_98178,Mother s education How many years of education have you had?,NA,crf3b_q20,Total years of education completed?,
MMARIT,Marital Status,no,yes,0,0,1,1,yes,Parental Data,Socioeconomic Status,NA,incl_wmarital,Marital status pregnant woman,NA,NA,NA,NA,CHILD_97447,What is your marital status?,NA,NA,NA,NA
COOKPLAC,Place of cooking,no,yes,1,1,0,0,yes,Subject Socioeconomic Status,Socioeconomic Status,NA,NA,NA,NA,CEF_SEPARATE_KITCHEN,Does the household have a separate room which is used as a kitchen?,Enrolment Visit,NA,NA,NA,crf3b_q9,Household have a separate room/space for cooking?,Baseline
FLOOR,Type of floor in house,no,yes,1,0,1,1,yes,Subject Socioeconomic Status,Socioeconomic Status,NA,incl_hhfloor,Floor material house,Baseline / Enrolment,NA,NA,NA,CHILD_102801; CHILD_102802; CHILD_102803; CHILD_102804; CHILD_102805; CHILD_102806; CHILD_102807; CHILD_102808; CHILD_102809,"Type of flooring in child s most-used living space Installed carpet; Type of flooring in child s most-used living space Hard vinyl (tiles); Type of flooring in child s most-used living space Laminate; Type of flooring in child s most-used living space Area rug(s); Type of flooring in child s most-used living space Soft vinyl (tiles/sheet); Type of flooring in child s most-used living space Hardwood; Type of flooring in child s most-used living space Other; Type of flooring in child s most-used living space Ceramic tiles; Type of flooring in child s most-used living space If Other (cork, unfinished wood), specify:",3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU,crf3b_q11,Material is used for the floor of the house?,Baseline
H2OSRCP,Water source,no,yes,1,1,1,0,yes,Subject Socioeconomic Status,Socioeconomic Status,NA,NA,NA,NA,CEF_MAIN_SRC_DRINKING,What is the main source of drinking water for members of the household?,Enrolment Visit,NA,NA,NA,crf3b_q13,Main source of drinking water for the household members?,Baseline
