VarName,label,Longitudinal.,IMiC_dataset,VITAL.LACTATION,ELICIT,MISAME.3,CHILD,SDTM_mapped,datlabel,VarSubCategory,NEW,variable_original_MISAME,label_original_MISAME,VISIT_MISAME,variable_original_ELICIT,label_original_ELICIT,VISIT_ELICIT,variable_original_CHILD,label_original_CHILD,VISIT_CHILD,variable_original_VITAL.L,label_original_VITAL.L,VISIT_VITAL.L
M_SAPOV,Mother's Stool Sapovirus_V (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_53; q204_53,Sapovirus_V; Sapovirus_V,Follow up Day 42; Follow up Day 56
M_SGYRA83L,Mother's Stool ShEgyrA83L (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_54; q204_54,ShEgyrA83L; ShEgyrA83L,Follow up Day 42; Follow up Day 56
M_SGYRA83S,Mother's Stool ShEgyrA83S (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_55; q204_55,ShEgyrA83S; ShEgyrA83S,Follow up Day 42; Follow up Day 56
M_SHIGCL1,Mother's Stool Shigella clade 1 (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_58; q204_58,Shigella_clade_1; Shigella_clade_1,Follow up Day 42; Follow up Day 56
M_SHIGEIEC,Mother's Stool Shigella EIEC (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_59; q204_59,Shigella_EIEC; Shigella_EIEC,Follow up Day 42; Follow up Day 56
M_SHIGFLN6,Mother's Stool Shigella flexneri non 6 (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_61; q204_61,Shigella_flexneri_non6; Shigella_flexneri_non6,Follow up Day 42; Follow up Day 56
M_SHIGFLX6,Mother's Stool Shigella flexneri 6 (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_60; q204_60,Shigella_flexneri_6; Shigella_flexneri_6,Follow up Day 42; Follow up Day 56
M_SHIGSNN,Mother's Stool Shigella sonnei (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_62; q204_62,Shigella_sonnei; Shigella_sonnei,Follow up Day 42; Follow up Day 56
M_SPARC80L,Mother's Stool ShEparC80I (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_56; q204_56,ShEparC80I; ShEparC80I,Follow up Day 42; Follow up Day 56
M_SPARC80S,Mother's Stool ShEparC80S (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_57; q204_57,ShEparC80S; ShEparC80S,Follow up Day 42; Follow up Day 56
M_STECSTX1,Mother's Stool Shiga toxin-producing E coli - STX1 (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_63; q204_63,STEC_stx1; STEC_stx1,Follow up Day 42; Follow up Day 56
M_STECSTX2,Mother's Stool Shiga toxin-producing E coli - STX2 (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_64; q204_64,STEC_stx2; STEC_stx2,Follow up Day 42; Follow up Day 56
M_VCHL,Mother's Stool Vibrio cholerae (Arbitrary Unit (CT)),yes,no,1,0,0,0,yes,Microbiology Results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q203_67; q204_67,V_cholerae; V_cholerae,Follow up Day 42; Follow up Day 56
MWORK,Mother type or work,no,no,1,0,1,0,yes,Parental Data,NA,NA,incl_wwork; incl_wworkoptions__1; incl_wworkoptions__2; incl_wworkoptions__3; incl_wworkoptions__4; incl_wworkoptions__5; incl_wworkoptions__6; incl_wworkoptions__7; incl_wworkoptions__8; incl_wworkoptions__9; incl_wworkoptions__88,"Job pregnant woman; Formal employment (salary); Small business / retail and trade; Shop; Wholesale; Craftswoman (tailor, jeweler); Services (hairdresser, electrician, medical job); Gardening / breeding; Gold mining; Day worker; Other job",NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,NA,NA,NA,NA,NA,crf2_q33,Whether woman is working outside  home due to which she is  not able to breastfe,
ANEMIA,Pregnancy-related anemia?,no,no,1,0,0,1,yes,Pregnancy History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crf3b_q28_j; crf3b_q32_c, SEVERE ANEMIA (PALE OR SHORTNESS OF BREATH);  SEVERE ANEMIA,Baseline; Baseline
ANTEHC,Received Antenatal Care,no,no,1,0,0,0,yes,Pregnancy History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crf3b_q22,During pregnancy did the woman seek care for routine antenatal care?,
COMPRISK,Pregnancy complications/risk factors,no,no,1,0,0,0,yes,Pregnancy History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crf3b_q28_c; crf3b_q28_k; crf3b_q28_o; crf3b_q28_v; crf3b_q32_k; crf3b_q32_l; crf3b_q32_o; crf3b_q32_p; crf3b_q32_q,BLEEDING FROM VAGNIA; SEVERE BLEEDING FROM VAGINA DURING LABOUR PAIN;  PREMATURE LABOR PAIN; SPOTTING;  VAGINAL BLEEDING BEFORE LABOR; EXCESSIVE BLEEDING; EARLY/PRETERM LABOR (LESS THAN 9 MONTHS); WATER BROKE 6 HOURS OR MORE BEFORE LABOR; LABOR PAIN 12 HOURS OR MORE,Baseline; Baseline; Baseline; Baseline; Baseline; Baseline; Baseline; Baseline; Baseline
CSECTYN,Index pregnancy a C-section?,no,no,1,0,1,1,yes,Pregnancy History,NA,NA,d_wbinter,Intervention at delivery,NA,NA,NA,NA,NA,NA,NA,crf3b_q35_j; crf3b_q44,C-section; Mode of delivery,; 
DLVLOCN,Location of delivery (num),no,no,1,1,1,0,yes,Pregnancy History,NA,NA,d_cplace,Place of delivery,NA,IAF_BORNINHOSP,Was the child born in the hospital?,NA,NA,NA,NA,crf3b_q37,Place of delivery,
DM,Diabetes M (not specifically gestation),no,no,1,0,1,1,yes,Pregnancy History,NA,NA,incl_wdiabetes,Do you suffer from diabetes (sugar disease)?,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,crf3b_q28_m; crf3b_q32_d, DIABETES; Diabetes,Baseline; Baseline
GAGELMP,Gestational age at birth (days) per LMP,no,no,1,0,1,0,yes,Subject Level Data,NA,NA,cpn1_ddr_dmy; d_gabirth_lmp_d,"Date last menstruation (dd/mm/yy); GA at birth based on LMP , days",NA; NA,NA,NA,NA,NA,NA,NA,crf2_q12; crf2_q17,First day of Last Menstrual Periods (this data is collected from pregnancy surve; Last Menstrual Periods according to ultrasound,; 
GAGERW,"Gestational Age (days), raw data",no,no,0,0,1,1,yes,Subject Level Data,NA,NA,d_gabirth_d,"GA at birth, days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAGERWSP,"Gestational Age (days) specify, raw data",no,no,0,0,1,1,yes,Subject Level Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAGEUS,"Gestational Age at birth (days), US",no,no,1,0,0,0,yes,Subject Level Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crf2_q18,Weeks of pregnancy according to ultrasound at which baby was born,
MULTBRTH,Child of multiple births?,no,no,1,0,1,1,yes,Subject Level Data,NA,NA,d_cnr; d_twin,Number of children born; Twin delivery,NA; NA,NA,NA,NA,NA,NA,NA,crf2_q6,Type of pregnancy,
PREGOUTN,Pregnancy outcome (num),no,no,1,1,1,1,yes,Subject Level Data,NA,NA,d_calive,Nr children born alive,NA,NA,NA,NA,NA,NA,NA,crf2_q7,Number of outcome type,
AINDEX,Asset score,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhasset1comp,Household asset score using cmponent 1,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
COOKFUEL,Type of cooking fuel,no,no,1,0,1,1,yes,Subject Socioeconomic Status,NA,NA,incl_hhencook,Energy for cooking HH,Baseline / Enrolment,NA,NA,NA,CHILD_108739; CHILD_108740; CHILD_108741; CHILD_108742; CHILD_108745; CHILD_116591; CHILD_116592; CHILD_116593; CHILD_116594; CHILD_116595; CHILD_116597; CHILD_117132; CHILD_117133; CHILD_117134; CHILD_117135; CHILD_117136; CHILD_117138,"What type of fuel heats your home? Gas/Propane; What type of fuel heats your home? Oil; What type of fuel heats your home? Electric; What type of fuel heats your home? Wood/Pellet; What type of fuel heats your home? If other type of fuel, specify:; What type of fuel heats your home? Gas/Propane; What type of fuel heats your home? Wood/Pellet; What type of fuel heats your home? Oil; What type of fuel heats your home? Other; What type of fuel heats your home? Electric; What type of fuel heats your home? If Other type of fuel, specify:; What type of fuel heats your home? Gas/Propane; What type of fuel heats your home? Wood/Pellet; What type of fuel heats your home? Oil; What type of fuel heats your home? Other; What type of fuel heats your home? Electric; What type of fuel heats your home? If Other type of fuel, specify:",Prenatal 18W; Prenatal 18W; Prenatal 18W; Prenatal 18W; Prenatal 18W; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 1 Year FU; 1 Year FU; 1 Year FU; 1 Year FU; 1 Year FU; 1 Year FU,crf3b_q10,Type fuel is used for cooking in this house?,Baseline
H2ODIS,Distance to drinking water,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hht_water,Time to water source,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2OSRC,Water source,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhwater; incl_hhwater_tap; incl_hhwater_pit,Water source; Type of tap for water; Type of water pit,Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2OSRCC,Source of cooking water,no,no,1,0,0,0,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crf3b_q16,Source of water for cooking and hand washing etc?,Baseline
H2OTIME,Time to retrieve water,no,no,0,1,0,0,yes,Subject Socioeconomic Status,NA,NA,NA,NA,NA,CEF_WALK_10MINS_PRIM_WATERSRC,Do they have to walk more than 10 minutes to get to the primary water source?,Enrolment Visit,NA,NA,NA,NA,NA,NA
H2OTRTP,Method treat drinking water,no,no,1,1,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhh2_water__1; incl_hhh2_water__2; incl_hhh2_water__3; incl_hhh2_water__4; incl_hhh2_water__5; incl_hhh2_water__6; incl_hhh2_water__7; incl_hhh2_water__88; incl_hhh2_water__99,Water treatment options: boiling; Water treatment options: add bleach / chlorine; Water treatment options: sprinkle cement on the surface of the water; Water treatment options: filter it through a cloth; Water treatment options: use a filter (ceramic / sand / composite / etc.); Water treatment options: solar disinfection; Water treatment options: let it rest; Water treatment options: other; Water treatment options: don't know,Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment,CEF_TREAT_WATER; CEF_TREAT_WATER_HOW,"Do they treat their water in any way to make it safer to drink?  If no, proceed to question 17.; What does the family usually   do to the water to make it safer to   drink?",Enrolment Visit; Enrolment Visit,NA,NA,NA,crf3b_q15,Technique which is use to make water suitable for drinking?,Baseline
HHHSC,Household hunger score,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,hh_hfias_score,Household Food Insecurity Access Scale (HFIAS) score,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCHLDLT5,Number of children <5 in house,no,no,0,0,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhchild5,Number of under five children in HH,Baseline / Enrolment,NA,NA,NA,NA,NA,NA,NA,NA,NA
SANITATN,Type of sanitary facility,no,no,0,1,1,0,yes,Subject Socioeconomic Status,NA,NA,incl_hhtoilet; incl_hhtoilet_fosse; incl_hhs_toilet,Toilet; Options pit; Sharing toilets with other HH,Baseline / Enrolment; Baseline / Enrolment; Baseline / Enrolment,CEF_TOILET,What kind of toilet facility do members of the family usually use?,Enrolment Visit,NA,NA,NA,NA,NA,NA
FEDUCYRS,Father's education (years),no,yes,0,0,0,1,yes,Parental Data,Socioeconomic Status,NA,NA,NA,NA,NA,NA,NA,CHILD_98185,Father s education How many years of education has your child s father had?,NA,NA,NA,NA
MEDUCYRS,Mother's education (years),no,yes,1,1,1,1,yes,Parental Data,Socioeconomic Status,NA,incl_wschool,Highest education achieved,NA,CEF_MOTHER_SCHOOL_YEARS,How many total years of school did the mother attend?,NA,CHILD_98178,Mother s education How many years of education have you had?,NA,crf3b_q20,Total years of education completed?,
COOKPLAC,Place of cooking,no,yes,1,1,0,0,yes,Subject Socioeconomic Status,Socioeconomic Status,NA,NA,NA,NA,CEF_SEPARATE_KITCHEN,Does the household have a separate room which is used as a kitchen?,Enrolment Visit,NA,NA,NA,crf3b_q9,Household have a separate room/space for cooking?,Baseline
FLOOR,Type of floor in house,no,yes,1,0,1,1,yes,Subject Socioeconomic Status,Socioeconomic Status,NA,incl_hhfloor,Floor material house,Baseline / Enrolment,NA,NA,NA,CHILD_102801; CHILD_102802; CHILD_102803; CHILD_102804; CHILD_102805; CHILD_102806; CHILD_102807; CHILD_102808; CHILD_102809,"Type of flooring in child s most-used living space Installed carpet; Type of flooring in child s most-used living space Hard vinyl (tiles); Type of flooring in child s most-used living space Laminate; Type of flooring in child s most-used living space Area rug(s); Type of flooring in child s most-used living space Soft vinyl (tiles/sheet); Type of flooring in child s most-used living space Hardwood; Type of flooring in child s most-used living space Other; Type of flooring in child s most-used living space Ceramic tiles; Type of flooring in child s most-used living space If Other (cork, unfinished wood), specify:",3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU; 3 Months FU,crf3b_q11,Material is used for the floor of the house?,Baseline
H2OSRCP,Water source,no,yes,1,1,1,0,yes,Subject Socioeconomic Status,Socioeconomic Status,NA,NA,NA,NA,CEF_MAIN_SRC_DRINKING,What is the main source of drinking water for members of the household?,Enrolment Visit,NA,NA,NA,crf3b_q13,Main source of drinking water for the household members?,Baseline
GAGEDAYS,Gestational age at examination (days),yes,yes,1,0,1,1,yes,Identifier Variables,Timing Variables,NA,NA,NA,NA,NA,NA,NA,CHILD_147348,Date/age at time of questionnaire completion Subject s age at questionnaire completion (gestational weeks),Prenatal 18W,NA,NA,NA
