1-Methylhistidine
Glucosylceramide (d18:1/26:1(17Z))
Hippuric acid
L-Histidine
Histamine
Hypoxanthine
L-Isoleucine
L-Alloisoleucine
Indoxyl sulfate
Indole
L-Kynurenine
D-Lactic acid
L-Lactic acid
L-Leucine
D-Leucine
L-Lysine
D-Lysine
LysoPC(14:0)
LysoPC(16:0)
2-Palmitoylglycerophosphocholine
LysoPC(16:1(9Z))
LysoPC(17:0)
LysoPC(18:0)
LysoPC(0:0/18:0)
LysoPC(18:1(9Z))
LysoPC(18:1(11Z))
2-Oleoylglycerophosphocholine
LysoPC(18:2(9Z,12Z))
2-Linoleoylglycerophosphocholine
LysoPC(20:3(8Z,11Z,14Z))
LysoPC(20:3(5Z,8Z,11Z))
LysoPC(20:4(5Z,8Z,11Z,14Z))
LysoPC(20:4(8Z,11Z,14Z,17Z))
LysoPC(24:0)
lysoPC(26:0)
lysoPC(26:1(5Z))
lysoPC(28:0)
lysoPC(28:1(5Z))
L-Methionine
Methionine sulfoxide
3-Nitrotyrosine
3-Hydroxyglutaric acid
Ornithine
D-Ornithine
p-Cresol sulfate
Phenylacetylglycine
PC(14:0/14:1(9Z))
PC(14:1(9Z)/14:0)
PC(15:0/15:0)
PC(14:0/16:0)
PC(16:0/14:0)
PC(16:1(9Z)/14:1(9Z))
PC(16:0/16:0)
PC(14:0/18:0)
PC(18:0/14:0)
PC(14:0/18:1(11Z))
PC(14:0/18:1(9Z))
PC(18:1(9Z)/14:0)
PC(16:0/16:1(9Z))
PC(16:1(9Z)/16:1(9Z))
PC(14:0/18:2(9Z,12Z))
PC(14:0/18:3(9Z,12Z,15Z))
PC(16:0/18:1(11Z))
PC(18:1(9Z)/16:0)
PC(18:0/16:1(9Z))
PC(16:0/18:1(9Z))
PC(16:1(9Z)/18:0)
PC(16:0/18:2(9Z,12Z))
PC(18:1(9Z)/16:1(9Z))
PC(18:2(9Z,12Z)/16:0)
PC(16:1(9Z)/18:1(9Z))
PC(16:1(9Z)/18:1(11Z))
PC(16:1(9Z)/18:2(9Z,12Z))
PC(16:0/18:3(6Z,9Z,12Z))
PC(16:0/18:3(9Z,12Z,15Z))
PC(14:0/20:4(5Z,8Z,11Z,14Z))
PC(16:0/18:4(6Z,9Z,12Z,15Z))
PC(20:0/16:0)
PC(18:0/18:0)
PC(22:0/14:0)
PC(14:0/22:0)
PC(18:0/18:1(9Z))
PC(18:1(11Z)/18:0)
PC(16:0/20:1(11Z))
PC(18:1(9Z)/18:0)
PC(18:0/18:2(9Z,12Z))
PC(18:1(11Z)/18:1(11Z))
PC(18:2(9Z,12Z)/18:0)
PC(16:0/20:2(11Z,14Z))
PC(18:1(9Z)/18:2(9Z,12Z))
PC(16:0/20:3(5Z,8Z,11Z))
PC(16:0/20:3(8Z,11Z,14Z))
PC(18:0/18:3(6Z,9Z,12Z))
PC(16:0/20:4(5Z,8Z,11Z,14Z))
PC(18:1(9Z)/18:3(9Z,12Z,15Z))
PC(18:2(9Z,12Z)/18:2(9Z,12Z))
PC(18:4(6Z,9Z,12Z,15Z)/18:0)
PC(20:4(5Z,8Z,11Z,14Z)/16:0)
PC(18:3(6Z,9Z,12Z)/18:1(9Z))
PC(18:0/18:4(6Z,9Z,12Z,15Z))
PC(18:3(9Z,12Z,15Z)/18:1(9Z))
PC(18:1(9Z)/18:3(6Z,9Z,12Z))
PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z))
PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))
PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))
PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PC(14:0/24:0)
PC(22:0/16:0)
PC(18:0/20:0)
PC(24:0/14:0)
PC(20:0/18:0)
PC(16:0/22:0)
PC(14:0/24:1(15Z))
PC(20:0/18:1(9Z))
PC(16:0/22:1(13Z))
PC(20:0/18:1(11Z))
PC(18:1(9Z)/20:0)
PC(18:0/20:1(11Z))
PC(16:1(9Z)/22:2(13Z,16Z))
PC(18:0/20:3(5Z,8Z,11Z))
PC(18:0/20:3(8Z,11Z,14Z))
PC(18:0/20:4(5Z,8Z,11Z,14Z))
PC(18:1(9Z)/20:3(5Z,8Z,11Z))
PC(18:1(9Z)/20:3(8Z,11Z,14Z))
PC(16:0/22:4(7Z,10Z,13Z,16Z))
PC(16:0/22:5(7Z,10Z,13Z,16Z,19Z))
PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))
PC(18:0/20:5(5Z,8Z,11Z,14Z,17Z))
PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))
PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)
PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))
PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))
PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))
PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))
PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))
PC(18:1(11Z)/22:0)
PC(18:0/22:1(13Z))
PC(18:1(9Z)/22:0)
PC(16:0/24:1(15Z))
PC(20:0/20:1(11Z))
PC(20:1(11Z)/20:1(11Z))
PC(20:0/20:2(11Z,14Z))
PC(20:0/20:3(8Z,11Z,14Z))
PC(20:0/20:3(5Z,8Z,11Z))
PC(18:1(11Z)/22:2(13Z,16Z))
PC(18:1(9Z)/22:2(13Z,16Z))
PC(20:0/20:4(5Z,8Z,11Z,14Z))
PC(22:4(7Z,10Z,13Z,16Z)/18:0)
PC(18:0/22:4(7Z,10Z,13Z,16Z))
PC(18:0/22:5(7Z,10Z,13Z,16Z,19Z))
PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))
PC(18:1(9Z)/22:4(7Z,10Z,13Z,16Z))
PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))
PC(22:0/20:0)
PC(24:0/18:0)
PC(20:0/22:0)
PC(18:0/24:0)
PC(24:0/18:1(9Z))
PC(18:1(9Z)/24:0)
PC(20:0/22:1(13Z))
PC(22:0/20:1(11Z))
PC(18:0/24:1(15Z))
PC(18:2(9Z,12Z)/24:0)
PC(24:1(15Z)/18:1(9Z))
PC(18:1(9Z)/24:1(15Z))
PC(24:0/18:2(9Z,12Z))
PC(18:1(11Z)/24:1(15Z))
PC(20:1(11Z)/22:1(13Z))
PC(24:1(15Z)/18:1(11Z))
PC(22:2(13Z,16Z)/20:0)
PC(20:0/22:2(13Z,16Z))
PC(20:2(11Z,14Z)/22:0)
PC(22:0/20:2(11Z,14Z))
PC(P-18:1(9Z)/24:1(15Z))
PC(22:1(13Z)/20:1(11Z))
PC(18:3(6Z,9Z,12Z)/24:1(15Z))
PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z))
PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PC(o-14:0/16:0)
PC(o-14:0/16:1(9Z))
PC(o-16:0/14:1(9Z))
PC(o-16:1(9Z)/14:1(9Z))
PC(o-16:0/16:1(9Z))
PC(14:0/P-18:0)
PC(16:0/P-16:0)
PC(o-16:1(9Z)/16:1(9Z))
PC(o-16:0/18:0)
PC(o-18:1(9Z)/16:0)
PC(O-16:0/18:2(9Z,12Z))
PC(o-16:1(9Z)/18:2(9Z,12Z))
PC(o-16:0/20:0)
PC(o-18:0/18:0)
PC(o-18:1(9Z)/18:0)
PC(o-16:1(9Z)/20:0)
PC(o-18:0/18:2(9Z,12Z))
PC(o-18:1(9Z)/18:1(11Z))
PC(P-18:0/18:1(9Z))
PC(o-18:1(9Z)/18:2(9Z,12Z))
PC(o-18:1(11Z)/18:2(9Z,12Z))
PC(o-18:2(9Z,12Z)/18:2(9Z,12Z))
PC(o-16:0/20:4(8Z,11Z,14Z,17Z))
PC(o-16:1(9Z)/20:4(8Z,11Z,14Z,17Z))
PC(P-16:0/20:4(5Z,8Z,11Z,14Z))
PC(o-16:0/22:0)
PC(o-18:0/20:0)
PC(o-16:1(9Z)/22:0)
PC(o-18:1(9Z)/20:0)
PC(o-18:2(9Z,12Z)/20:0)
PC(o-18:1(9Z)/20:1(11Z))
PC(o-18:0/20:4(8Z,11Z,14Z,17Z))
PC(P-18:0/20:4(5Z,8Z,11Z,14Z))
PC(o-18:1(9Z)/20:4(8Z,11Z,14Z,17Z))
PC(o-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PC(o-18:1(9Z)/22:0)
PC(o-18:2(9Z,12Z)/22:0)
PC(o-22:0/18:3(6Z,9Z,12Z))
PC(o-22:0/18:3(9Z,12Z,15Z))
PC(o-20:0/20:4(8Z,11Z,14Z,17Z))
PC(o-20:1(11Z)/20:4(8Z,11Z,14Z,17Z))
PC(o-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PC(o-18:0/24:0)
PC(o-18:1(9Z)/24:0)
PC(o-22:0/20:1(11Z))
PC(o-18:2(9Z,12Z)/24:0)
PC(o-24:0/18:3(6Z,9Z,12Z))
PC(o-24:0/18:3(9Z,12Z,15Z))
PC(o-22:0/20:4(8Z,11Z,14Z,17Z))
PC(o-22:2(13Z,16Z)/20:2(11Z,14Z))
PC(o-22:1(13Z)/20:4(8Z,11Z,14Z,17Z))
PC(o-22:0/22:3(10Z,13Z,16Z))
PC(o-22:1(13Z)/22:2(13Z,16Z))
PC(o-22:2(13Z,16Z)/22:2(13Z,16Z))
PC(o-22:1(13Z)/22:3(10Z,13Z,16Z))
PC(o-24:0/20:4(8Z,11Z,14Z,17Z))
PC(o-22:2(13Z,16Z)/22:3(10Z,13Z,16Z))
PC(o-22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
PC(o-22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z))
Phenylethylamine
L-Phenylalanine
L-Proline
D-Proline
Stachydrine
Putrescine
Sarcosine
Symmetric dimethylarginine
L-Serine
D-Serine
Serotonin
SM(d18:0/14:1(9Z)(OH))
SM(d18:0/16:1(9Z)(OH))
SM(d18:0/22:1(13Z)(OH))
SM(d18:0/22:2(13Z,16Z)(OH))
SM(d18:0/24:1(15Z)(OH))
SM(d18:1/16:0)
SM(d18:1/16:0)
SM(d18:1/18:0)
SM(d18:1/18:1(11Z))
SM(d18:1/18:1(9Z))
SM(d18:1/24:0)
SM(d18:1/24:1(15Z))
SM(d18:1/26:0)
SM(d18:0/26:1(17Z))
Spermidine
Spermine
Succinic acid
4-Hydroxyproline
4-Hydroxy-L-proline
Taurine
Taurocholic acid
Taurochenodesoxycholic acid
Taurodeoxycholic acid
TG(14:0/14:1(9Z)/18:1(9Z))
TG(14:0/14:1(9Z)/18:1(11Z))
TG(12:0/14:0/22:0)
TG(12:0/14:0/22:0)
TG(18:0/16:0/14:0)
TG(14:0/14:1(9Z)/20:0)
TG(14:0/14:1(9Z)/20:1(11Z))
TG(14:0/16:0/18:2(9Z,12Z))
TG(14:0/14:0/20:2n6)
TG(14:0/16:1(9Z)/18:1(11Z))
TG(14:0/16:1(9Z)/18:1(9Z))
TG(14:0/16:1(9Z)/18:2(9Z,12Z))
TG(14:0/14:0/20:3(5Z,8Z,11Z))
TG(14:0/14:0/20:3n6)
TG(14:0/16:0/18:3(9Z,12Z,15Z))
TG(14:0/16:0/18:3(6Z,9Z,12Z))
TG(14:0/15:0/20:1(11Z))
TG(14:0/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))
TG(14:0/15:0/20:2n6)
TG(14:0/18:0/18:1(9Z))
TG(14:0/14:1(9Z)/22:0)
TG(14:0/16:1(9Z)/20:0)
TG(14:0/14:0/22:1(13Z))
TG(14:0/16:0/20:1(11Z))
1-tetradecanoyl-2,3-dioleoyl-sn-glycerol
TG(14:0/18:0/18:2(9Z,12Z))
TG(14:0/16:1(9Z)/20:1(11Z))
TG(14:0/14:0/22:2(13Z,16Z))
TG(14:0/16:0/20:2n6)
TG(14:0/14:1(9Z)/22:1(13Z))
TG(14:0/18:0/18:3(6Z,9Z,12Z))
TG(14:0/18:0/18:3(9Z,12Z,15Z))
TG(14:0/18:1(9Z)/18:2(9Z,12Z))
TG(14:0/14:1(9Z)/22:2(13Z,16Z))
TG(14:0/16:0/20:4(8Z,11Z,14Z,17Z))
TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))
TG(14:0/18:0/18:4(6Z,9Z,12Z,15Z))
TG(14:0/18:2(9Z,12Z)/18:2(9Z,12Z))
TG(14:0/18:1(9Z)/18:3(9Z,12Z,15Z))
TG(14:0/18:1(9Z)/18:3(6Z,9Z,12Z))
TG(14:0/16:1(9Z)/20:3(5Z,8Z,11Z))
TG(14:0/14:0/22:4(7Z,10Z,13Z,16Z))
TG(14:0/18:0/20:4(8Z,11Z,14Z,17Z))
TG(14:0/18:0/20:4(5Z,8Z,11Z,14Z))
TG(14:0/18:3(9Z,12Z,15Z)/20:1(11Z))
TG(14:0/16:0/22:4(7Z,10Z,13Z,16Z))
TG(14:0/18:1(9Z)/20:3(5Z,8Z,11Z))
TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:0)
TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))
TG(14:0/18:1(9Z)/20:4(8Z,11Z,14Z,17Z))
TG(14:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))
TG(14:0/20:2n6/18:3(9Z,12Z,15Z))
TG(14:0/20:2n6/18:3(6Z,9Z,12Z))
TG(14:0/18:2(9Z,12Z)/20:3(5Z,8Z,11Z))
TG(14:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))
TG(14:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))
TG(14:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))
TG(14:0/16:0/22:5(4Z,7Z,10Z,13Z,16Z))
TG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))
TG(14:0/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
TG(14:0/14:1(9Z)/16:0)
TG(14:1(9Z)/14:1(9Z)/16:0)
TG(14:1(9Z)/16:0/16:1(9Z))
TG(15:0/15:0/16:1(9Z))
TG(15:0/16:1(9Z)/15:0)
TG(16:0/16:0/16:0)
TG(17:0/16:0/15:0)
TG(19:0/16:0/13:0)
TG(12:0/16:0/20:0)
TG(16:0/16:0/16:1(9Z))[iso3]
TG(14:1(9Z)/16:0/18:0)
TG(16:0/16:1(9Z)/16:1(9Z))[iso3]
TG(14:1(9Z)/16:0/18:1(11Z))
TG(14:1(9Z)/16:0/18:1(9Z))
TG(14:1(9Z)/16:0/18:2(9Z,12Z))
TG(15:0/16:0/18:1(11Z))
TG(15:0/16:0/18:1(9Z))
TG(15:0/16:0/18:2(9Z,12Z))
TG(20:0/16:0/14:0)
TG(13:0/16:0/21:0)
TG(12:0/16:0/22:0)
TG(17:0/17:0/16:0)
TG(19:0/16:0/15:0)
TG(18:0/16:0/16:0)
TG(16:0/16:1(9Z)/18:0)[iso6]
TG(16:0/16:0/18:1(9Z))[iso3]
TG(14:1(9Z)/16:0/20:0)
TG(16:0/16:0/18:2(9Z,12Z))[iso3]
TG(16:0/16:1(9Z)/18:1(9Z))[iso6]
TG(16:0/16:1(9Z)/18:2(9Z,12Z))[iso6]
TG(16:0/16:0/18:3(9Z,12Z,15Z))[iso3]
TG(16:0/16:1(9Z)/18:3(9Z,12Z,15Z))
TG(16:0/16:1(9Z)/18:3(6Z,9Z,12Z))
TG(14:1(9Z)/16:0/20:3(5Z,8Z,11Z))
TG(16:0/16:0/18:4(6Z,9Z,12Z,15Z))
TG(15:0/16:0/20:1(11Z))
TG(16:0/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))
TG(15:0/16:0/20:2(11Z,14Z))
TG(15:0/16:0/20:3(8Z,11Z,14Z))
TG(15:0/16:0/20:3n6)
TG(15:0/16:0/20:3(5Z,8Z,11Z))
TG(16:0/18:1(9Z)/18:1(9Z))[iso3]
TG(16:0/18:0/18:2(9Z,12Z))[iso6]
TG(16:0/16:1(9Z)/20:1(11Z))[iso6]
TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6]
TG(16:0/18:0/18:3(6Z,9Z,12Z))
TG(16:0/18:0/18:3(9Z,12Z,15Z))
TG(14:1(9Z)/16:0/22:2(13Z,16Z))
TG(16:0/16:0/20:3(5Z,8Z,11Z))
TG(16:0/16:0/20:3n6)
TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]
TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]
TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]
TG(16:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))
TG(14:1(9Z)/16:0/22:4(7Z,10Z,13Z,16Z))
TG(16:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))
TG(16:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))
TG(16:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))
TG(16:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))
TG(16:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))
TG(16:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))
TG(16:0/18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))
TG(16:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))
TG(16:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))
TG(14:1(9Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))
TG(14:1(9Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z))
TG(14:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
TG(16:0/18:1(9Z)/20:0)[iso6]
TG(16:0/18:0/20:1(11Z))[iso6]
TG(16:0/18:1(9Z)/20:1(11Z))[iso6]
TG(16:0/18:2(9Z,12Z)/20:0)[iso6]
TG(16:0/18:2(9Z,12Z)/20:1(11Z))[iso6]
TG(16:0/18:3(6Z,9Z,12Z)/20:0)
TG(16:0/18:3(9Z,12Z,15Z)/20:0)
TG(16:0/16:1(9Z)/22:2(13Z,16Z))
TG(16:0/18:0/20:3n6)
TG(16:0/18:0/20:3(5Z,8Z,11Z))
TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]
TG(16:0/16:0/22:4(7Z,10Z,13Z,16Z))
TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:0)
